id,sitecode,wzmc,problem_id,blzt,bgdate
292071,bm19000004,交通运输部政府网站,4,1,2023-07-27
292066,4600000036,海南省财政厅对外门户网站,6,1,2023-07-27
292059,3300000013,浙江省经济和信息化厅门户网站,2,1,2023-07-27
292053,6200000005,甘肃省财政厅,10,22,2023-07-27
292049,bm20000001,中华人民共和国水利部网站,6,1,2023-07-27
292043,bm24000006,中华人民共和国国家卫生健康委员会,2,22,2023-07-27
292018,4602000035,三亚市人民政府网,4,1,2023-07-27
291986,3600000020,江西省财政厅,10,1,2023-07-27
291979,bm29000002,国家税务总局网站,0,22,2023-07-27
291968,5109210007,蓬溪县人民政府,6,1,2023-07-27
291965,3200000059,江苏省自然资源厅,0,1,2023-07-27
291945,6100000146,陕西省住房和城乡建设厅综合服务中心,0,22,2023-07-27
291940,5300000003,云南人力资源和社会保障网,0,22,2023-07-27
291927,2101000093,沈阳市大数据管理局,2,1,2023-07-27
291923,2202000006,吉林市人民政府,2,1,2023-07-27
291913,5100000101,四川政务服务网,10,1,2023-07-27
291910,bm30000012,国家市场监督管理总局,0,1,2023-07-27
291907,5307000001,丽江市人民政府门户网站,2,1,2023-07-27
291903,3212000037,泰州市住房公积金管理中心,10,1,2023-07-27
291902,4452000001,揭阳市人民政府,4,1,2023-07-27
291893,1525010034,二连浩特市人民政府,0,1,2023-07-27
291886,4401840001,广州市从化区人民政府,2,22,2023-07-27
291882,3402220001,芜湖市繁昌区人民政府,10,22,2023-07-27
291874,bm34000001,中华人民共和国应急管理部,2,1,2023-07-27
291873,bm31360001,中国国家认证认可监督管理委员会,10,1,2023-07-27
291871,3101120003,上海市闵行区人民政府网站,1,1,2023-07-27
291861,5206240001,思南县人民政府,6,1,2023-07-27
291859,4403000016,深圳政府在线,4,1,2023-07-27
291856,3600000010,江西省发展和改革委员会,0,1,2023-07-27
291847,3207000079,连云港市公共资源交易网,4,22,2023-07-27
291846,3200000069,江苏省工业和信息化厅,10,1,2023-07-27
291842,bm04000007,国家发展改革委门户网站,6,1,2023-07-27
291833,bm04000009,信用中国,0,22,2023-07-27
291831,3702000025,青岛政务网,0,1,2023-07-27
291829,1310000035,廊坊市人民政府,2,1,2023-07-27
291828,4512020002,广西河池市金城江区人民政府门户网站,2,1,2023-07-27
291826,4403000018,深圳市科技创新委员会,0,1,2023-07-27
291825,1100000174,北京市公安局公安交通管理局,4,1,2023-07-27
291812,1100000088,北京市人民政府,1,1,2023-07-27
291810,1200000052,天津政务网,10,1,2023-07-27
291804,4453000050,云浮市人民政府门户网站,6,1,2023-07-27
291793,3101140038,上海嘉定,1,1,2023-07-27
291792,1309000048,沧州市教育局,2,1,2023-07-27
291778,bm30000013,国家企业信用信息公示系统,10,22,2023-07-27
291767,bm14000001,中华人民共和国财政部,0,22,2023-07-27
291759,5104000023,攀枝花市商务局网,6,1,2023-07-27
291755,3208000037,淮安市卫生健康委员会,0,1,2023-07-27
291752,3302820069,慈溪市人民政府网站,4,1,2023-07-27
291750,2110000021,辽阳市统计局官方网站,2,1,2023-07-27
291749,3701000100,济南市大数据局,6,1,2023-07-27
291740,5301000042,昆明市人民政府门户网站,10,1,2023-07-27
291722,bm17000016,国家核安全局,2,1,2023-07-27
291720,1500000033,内蒙古自治区交通运输厅,1,1,2023-07-27
291718,bm29150011,国家税务总局山东省税务局,2,22,2023-07-27
291715,4403000033,深圳市规划和自然资源局,3,1,2023-07-27
291706,2201000025,长春市交通运输局,1,1,2023-07-27
291703,3200000098,江苏政务服务网,6,22,2023-07-27
291688,3100000044,中国上海,4,1,2023-07-27
291685,3101170059,上海市松江区人民政府网站,0,1,2023-07-27
291680,3300000068,浙江省人民政府,10,22,2023-07-27
291646,bm54000001,中国气象网,4,1,2023-07-27
291619,6101000027,西安市人力资源和社会保障局,0,22,2023-07-27
291616,2102000039,大连市住房公积金管理中心网站,10,22,2023-07-27
291608,6300000013,青海省生态环境厅,10,1,2023-07-27
291592,1500000081,内蒙古自治区政务服务网,4,1,2023-07-27
291587,2309210001,勃利县人民政府,0,1,2023-07-27
291552,4419000025,东莞市交通运输局政务网,2,22,2023-07-27
291549,3700000071,山东省人民政府,6,22,2023-07-27
291548,3206120042,南通市通州区人民政府,0,22,2023-07-27
291539,4100000064,河南省住房和城乡建设厅,0,1,2023-07-27
291536,3700000017,山东省工业和信息化厅门户网站,1,1,2023-07-27
291515,bm22000001,中华人民共和国商务部门户网站,3,22,2023-07-27
291499,1200000039,天津市民政局,10,1,2023-07-27
291482,4100000085,河南省教育厅门户网站,0,1,2023-07-27
291472,4114260001,夏邑县人民政府网,10,1,2023-07-27
291445,4201000028,武汉民政,0,1,2023-07-27
291430,bm25000001,中国人民银行,6,20,2023-07-27
291418,4300000001,湖南省政府门户网站,10,1,2023-07-27
291415,3310220029,三门县人民政府,4,1,2023-07-27
291414,4400000084,广东政务服务网,0,22,2023-07-27
291411,4300000017,湖南省地方志编纂委员会,0,1,2023-07-27
291407,,国家智慧教育公共服务平台,10,12,2023-07-27
291406,4100000094,河南省政务服务网,10,1,2023-07-27
291389,4500000043,广西壮族自治区生态环境厅网站,6,1,2023-07-27
291386,6100000017,陕西省人民政府,10,22,2023-07-27
291374,4200000116,湖北政务服务网,10,1,2023-07-27
291350,5000000062,重庆市人力资源和社会保障局,2,1,2023-07-27
