id,sitecode,wzmc,problem_id,blzt,bgdate
307946,bm64160001,河南省烟草专卖局,4,1,2023-12-18
307923,6400000008,宁夏回族自治区卫生健康委员会,0,22,2023-12-18
307876,1407270011,祁县人民政府门户网站,2,1,2023-12-18
307847,3702000025,青岛政务网,4,1,2023-12-18
307843,2100000091,信用中国（辽宁）,0,22,2023-12-18
307825,3200000010,江苏省统计局,2,1,2023-12-18
307820,5323000022,楚雄彝族自治州发展和改革委员会,2,1,2023-12-18
307808,3509000053,宁德市12345便民服务平台,3,22,2023-12-18
307806,5117230001,开江县人民政府,2,1,2023-12-18
307799,3400000083,安徽省林业局,6,1,2023-12-18
307795,4416240003,和平县人民政府门户网站,2,1,2023-12-18
307794,4690290002,保亭黎族苗族自治县人民政府网,4,1,2023-12-18
307790,2102000002,大连市营商环境建设局,0,22,2023-12-18
307789,4400000106,广东省人力资源和社会保障厅,10,22,2023-12-18
307788,3403000058,蚌埠市民政局,2,1,2023-12-18
307784,4100000037,河南省人力资源和社会保障厅,1,1,2023-12-18
307782,3701000001,济南市人民政府,2,22,2023-12-18
307777,3408240004,潜山市人民政府,1,1,2023-12-18
307771,6201000033,兰州市发展和改革委员会,1,1,2023-12-18
307767,5100000101,四川政务服务网,0,22,2023-12-18
307764,3401000001,中国合肥合肥市人民政府,2,1,2023-12-18
307763,bm14000002,中国政府采购网,10,22,2023-12-18
307755,5100000069,四川政府采购,10,1,2023-12-18
307726,bm19050001,中华人民共和国河北海事局政府网站,4,1,2023-12-18
307725,bm30000002,中国商标网（国家知识产权局商标局）,10,22,2023-12-18
307714,1408220005,万荣县人民政府门户网站,2,1,2023-12-18
307700,1404000062,信用中国(山西长治)网站,6,1,2023-12-18
307693,bm15000001,全国人力资源和社会保障政务服务平台,10,22,2023-12-18
307672,2102000041,大连市人民政府外事办公室网站,1,22,2023-12-18
307658,2100000012,辽宁省生态环境厅,2,1,2023-12-18
307657,4110000025,许昌市人力资源社会保障网,0,1,2023-12-18
307656,3709000033,泰安统计信息网,2,1,2023-12-18
307654,3601000100,南昌市住房和城乡建设局,0,1,2023-12-18
307644,1402120001,大同市新荣区人民政府门户网站,2,1,2023-12-18
307629,5101000067,中国信用（四川成都）,0,1,2023-12-18
307593,bm31370001,国家标准化管理委员会,6,1,2023-12-18
307571,6101000129,西安政务服务网,10,1,2023-12-18
307565,bm15000011,技能人才评价工作网,0,22,2023-12-18
307510,6100000036,陕西省工业和信息化厅,6,1,2023-12-18
307453,6400000051,宁夏回族自治区体育局门户网站,10,1,2023-12-18
307432,bm13000003,中国法律服务网,1,1,2023-12-18
307405,1500000081,内蒙古自治区政务服务网,0,1,2023-12-18
307399,6208020001,崆峒区人民政府,2,22,2023-12-18
307080,bm34000004,国家矿山安全监察局,6,1,2023-12-18
307756,6200000052,甘肃省市场监督管理局政务信息网,6,1,2023-12-16
307722,6209810018,玉门市人民政府公众信息网,2,1,2023-12-16
307720,6207250003,甘肃山丹门户网,2,1,2023-12-16
307776,2302000004,齐齐哈尔市人民政府,0,1,2023-12-15
307775,3509000001,宁德市人民政府,3,22,2023-12-15
307768,2201030013,长春市宽城区人民政府,2,1,2023-12-15
307745,4400000090,省科技厅公众网,6,22,2023-12-15
307737,3402000022,芜湖市人民政府,4,22,2023-12-15
307728,1300000025,河北省住房和城乡建设厅,1,22,2023-12-15
307721,1202250001,蓟州政务网,2,1,2023-12-15
307711,3200000009,江苏省市场监督管理局,0,22,2023-12-15
307708,1411270001,岚县人民政府门户网站,2,1,2023-12-15
307705,1411260001,石楼县人民政府门户网站,1,1,2023-12-15
307702,1411230001,兴县人民政府门户网站,2,1,2023-12-15
307694,1406230003,右玉县人民政府门户网站,2,1,2023-12-15
307692,3600000103,江西政务服务网,0,1,2023-12-15
