id,sitecode,wzmc,problem_id,blzt,bgdate
295299,6207000021,中国•张掖,4,1,2023-08-24
295296,bm29000002,国家税务总局网站,0,22,2023-08-24
295263,2200000054,吉林省住房和城乡建设厅网站,2,1,2023-08-24
295231,3301050002,杭州市拱墅区人民政府门户网站,2,1,2023-08-24
295224,bm35000001,国家药品监督管理局,0,19,2023-08-24
295220,3311000041,丽水市科学技术局,2,1,2023-08-24
295209,bm71140012,江西省邮政管理局网,1,1,2023-08-24
295208,3400000066,安徽政务服务网,10,1,2023-08-24
295200,bm38000007,国家知识产权局政府网站,6,19,2023-08-24
295197,4407840001,鹤山市人民政府门户网站,2,1,2023-08-24
295196,bm15000001,全国人力资源和社会保障政务服务平台,10,22,2023-08-24
295194,3705000021,东营统计信息网,2,1,2023-08-24
295193,4400000108,广东人事考试网,0,1,2023-08-24
295186,3202000043,无锡市人力资源和社会保障局,10,22,2023-08-24
295173,bm17000009,中华人民共和国生态环境部政府网站,10,22,2023-08-24
295170,4601050001,海口市秀英区人民政府,0,1,2023-08-24
295169,6101000057,西安市市场监督管理局,10,22,2023-08-24
295168,bm31370001,国家标准化管理委员会,10,1,2023-08-24
295163,4300000015,湖南省公安厅网,10,1,2023-08-24
295157,5000000062,重庆市人力资源和社会保障局,0,1,2023-08-24
295144,4402000037,韶关市人民政府门户网,2,1,2023-08-24
295142,3701000001,济南市人民政府,10,1,2023-08-24
295141,4400000106,广东省人力资源和社会保障厅,10,22,2023-08-24
295140,3303000037,温州市综合行政执法局,4,1,2023-08-24
295135,3501000030,福州市不动产登记和交易中心网站,0,22,2023-08-24
295130,3100000017,上海市市场监督管理局,1,1,2023-08-24
295128,3100000115,上海市人力资源社会保障网,0,22,2023-08-24
295125,4502000050,广西柳州市自然资源和规划局网站,2,1,2023-08-24
295122,6100000036,陕西省工业和信息化厅,6,1,2023-08-24
295084,2303000003,鸡西市人民政府,1,1,2023-08-24
295083,1400000019,山西省发展和改革委员会网站,4,1,2023-08-24
295077,4400000028,广东省农业农村厅网站,2,1,2023-08-24
295072,3713000005,临沂市人力资源和社会保障局,0,1,2023-08-24
295071,3101150060,上海市浦东新区人民政府,0,1,2023-08-24
295065,3717000007,菏泽市人力资源和社会保障局,0,1,2023-08-24
295063,bm24000006,中华人民共和国国家卫生健康委员会,2,22,2023-08-24
295061,4400000084,广东政务服务网,10,1,2023-08-24
295032,bm28060001,中华人民共和国呼和浩特海关网站,6,1,2023-08-24
295029,bm05000002,教育部中国大学生在线,2,1,2023-08-24
295018,bm34000001,中华人民共和国应急管理部,10,1,2023-08-24
295011,4400000081,广东省教育考试院,10,22,2023-08-24
294991,bm29180017,国家税务总局湖南省税务局,0,22,2023-08-24
294989,bm22000001,中华人民共和国商务部门户网站,0,1,2023-08-24
294982,3200000033,江苏省人力资源和社会保障厅,10,1,2023-08-24
294960,3300000066,浙江人事考试网,4,22,2023-08-24
294957,bm15000011,技能人才评价工作网,6,22,2023-08-24
294952,5100000101,四川政务服务网,10,22,2023-08-24
294940,6325000003,海南州人民政府门户网,1,22,2023-08-24
294938,6323000001,黄南藏族自治州人民政府,1,1,2023-08-24
294932,4400000038,广东省财政厅门户网站,10,22,2023-08-24
294928,4507210005,广西钦州市灵山县人民政府门户网站,0,1,2023-08-24
294907,3200000098,江苏政务服务网,2,1,2023-08-24
294906,bm25000001,中国人民银行,0,22,2023-08-24
294884,2303810001,虎林市人民政府,0,1,2023-08-24
294883,2101000009,沈阳市卫生健康委员会,2,1,2023-08-24
294860,3300000038,浙江省应急管理厅,2,1,2023-08-24
294788,4100000094,河南省政务服务网,0,1,2023-08-24
294780,6326210001,玛沁县人民政府门户网,6,1,2023-08-24
294779,6326250001,久治县人民政府,0,1,2023-08-24
294778,6326240001,达日县政府门户网,6,1,2023-08-24
294680,bm30000012,国家市场监督管理总局,0,1,2023-08-24
295117,4400000081,广东省教育考试院,0,1,2023-08-23
295116,3205810032,常熟市人民政府,2,1,2023-08-23
295110,3715230005,聊城市茌平区人民政府,2,22,2023-08-23
295108,5200000129,贵州省公共资源交易云,2,1,2023-08-23
295106,4500000068,广西壮族自治区自然资源厅网站,2,22,2023-08-23
295104,bm17000009,中华人民共和国生态环境部政府网站,0,22,2023-08-23
295103,bm30000012,国家市场监督管理总局,10,22,2023-08-23
295102,4400000106,广东省人力资源和社会保障厅,0,22,2023-08-23
295097,3500000068,福建省网上办事大厅,1,22,2023-08-23
295091,bm64000012,国家烟草专卖局 中国烟草总公司,0,22,2023-08-23
295089,bm04000009,信用中国,1,1,2023-08-23
295078,3300000026,浙江省交通运输厅,0,1,2023-08-23
295073,bm29170017,国家税务总局湖北省税务局,0,1,2023-08-23
295070,3715000028,聊城人力资源和社会保障网,0,1,2023-08-23
295068,65BM060002,新疆维吾尔自治区市场监督管理局（知识产权局）官方网站,0,1,2023-08-23
295067,bm38000007,国家知识产权局政府网站,10,22,2023-08-23
295058,3703000063,淄博市人力资源和社会保障网,0,1,2023-08-23
295057,bm29310001,国家税务总局新疆维吾尔自治区税务局网站,10,22,2023-08-23
295056,3701000056,济南市人力资源和社会保障局,10,1,2023-08-23
295040,3304000028,嘉兴市住房和城乡建设局门户网站,0,22,2023-08-23
295038,3709000057,山东政务服务网泰安市,10,1,2023-08-23
295036,3607310011,于都县人民政府网,4,1,2023-08-23
295031,3608000051,吉安市人民政府网,2,22,2023-08-23
295028,4403910001,坪山区人民政府,6,1,2023-08-23
295025,bm37000013,国家林业和草原局政府门户网,1,22,2023-08-23
295023,bm31360001,中国国家认证认可监督管理委员会,0,22,2023-08-23
295016,2310000002,牡丹江市人民政府,2,1,2023-08-23
295015,bm21000007,中华人民共和国农业农村部,2,1,2023-08-23
295014,3607000007,赣州市人力资源和社会保障局,2,1,2023-08-23
295012,5100000018,四川省发展和改革委员会,6,1,2023-08-23
295009,3100000017,上海市市场监督管理局,10,1,2023-08-23
294997,1507000006,呼伦贝尔市人民政府,2,1,2023-08-23
294996,3714000011,德州统计信息网,2,1,2023-08-23
294995,4101000023,郑州市住房保障和房地产管理局,10,1,2023-08-23
294992,2301090001,哈尔滨市松北区人民政府,6,1,2023-08-23
294990,bm33000001,国家体育总局,2,1,2023-08-23
294988,4101040001,管城回族区政府门户网,2,1,2023-08-23
294987,3714000045,德州市人力资源和社会保障局,0,1,2023-08-23
294986,3702000054,青岛市财政局,0,22,2023-08-23
294976,3301000001,杭州市住房保障和房产管理局（杭州市房产信息网）,2,1,2023-08-23
294974,4100000015,河南省卫生健康委员会,10,1,2023-08-23
294954,1300000012,河北省人力资源和社会保障厅,2,1,2023-08-23
294950,3403000006,蚌埠市人民政府,5,1,2023-08-23
294924,5300000033,云南省人民政府门户网站,0,1,2023-08-23
294914,bm15000001,全国人力资源和社会保障政务服务平台,1,1,2023-08-23
294911,3201000073,南京市住房保障和房产局,0,22,2023-08-23
294901,1410820001,霍州市人民政府门户网站,6,1,2023-08-23
294891,bm64200001,海南省烟草专卖局（公司）,10,1,2023-08-23
294882,4400000084,广东政务服务网,1,22,2023-08-23
294876,4400000160,广东信访网,2,1,2023-08-23
294875,2102130043,大连金普新区,4,1,2023-08-23
294867,2101000003,沈阳市教育局,0,1,2023-08-23
294854,3503020005,莆田市城厢区人民政府门户网站,0,1,2023-08-23
294830,6300000005,青海省住房和城乡建设厅门户网站,0,1,2023-08-23
294828,6105000058,渭南政务服务网,2,1,2023-08-23
294818,5401000001,拉萨市人民政府,2,1,2023-08-23
294800,3600000020,江西省财政厅,0,1,2023-08-23
294796,3307820004,义乌市人民政府门户网站,0,1,2023-08-23
294794,5100000101,四川政务服务网,0,1,2023-08-23
294776,bm29150011,国家税务总局山东省税务局,10,22,2023-08-23
294773,4500000024,广西壮族自治区人力资源和社会保障厅网站,0,1,2023-08-23
294772,4200000116,湖北政务服务网,10,1,2023-08-23
294769,3206000050,南通经济技术开发区管理委员会,10,1,2023-08-23
294753,3700000071,山东省人民政府,0,1,2023-08-23
294723,bm71000001,国家邮政局网,0,1,2023-08-23
294716,6500000041,新疆维吾尔自治区应急管理厅,6,1,2023-08-23
294665,bm13000003,中国法律服务网,6,1,2023-08-23
294636,bm35000001,国家药品监督管理局,1,1,2023-08-23
294523,bm24000006,中华人民共和国国家卫生健康委员会,1,1,2023-08-23
294441,bm34000001,中华人民共和国应急管理部,4,22,2023-08-23
295037,bm30000012,国家市场监督管理总局,10,1,2023-08-22
295017,3100000114,上海医保网,1,1,2023-08-22
295013,bm29000002,国家税务总局网站,0,1,2023-08-22
295003,2200000004,吉林省人力资源和社会保障厅,4,22,2023-08-22
295002,6300000026,青海省公安厅,10,22,2023-08-22
294984,4290060001,天门市人民政府门户网站,2,1,2023-08-22
294977,3700000027,山东省人力资源和社会保障厅,0,1,2023-08-22
294973,3501810005,福清市人民政府网站,1,1,2023-08-22
294970,bm14000002,中国政府采购网,10,22,2023-08-22
294961,bm48000002,中国科学院,0,1,2023-08-22
294944,1308000009,承德市人民政府,6,22,2023-08-22
294936,3303000003,温州市人民政府门户网站,0,1,2023-08-22
294930,5203000111,遵义市国有资产监督管理委员会,0,1,2023-08-22
294923,3402000030,芜湖市市场监督管理局,2,1,2023-08-22
294921,4300000078,湖南省药品监督管理局,10,1,2023-08-22
294920,5200000138,信用中国(贵州),10,1,2023-08-22
294918,3304000063,嘉兴市公共资源交易网,0,1,2023-08-22
294903,4313000025,娄底市财政局,0,22,2023-08-22
294898,1200000015,天津市发展和改革委员会,4,1,2023-08-22
294886,3700000041,山东省应急管理厅,2,22,2023-08-22
294881,4404000029,珠海市教育局,6,1,2023-08-22
294880,3702000054,青岛市财政局,0,1,2023-08-22
294871,4404000057,信用中国（广东珠海）,10,1,2023-08-22
294869,4200000048,湖北省住房和城乡建设厅,1,22,2023-08-22
294864,2203810013,公主岭市人民政府网站,2,22,2023-08-22
294859,3708830012,邹城市人民政府,6,22,2023-08-22
294849,bm20000001,中华人民共和国水利部网站,4,22,2023-08-22
294848,4419000098,中国东莞东莞市人民政府门户网站,6,22,2023-08-22
294842,5100000042,四川省人力资源和社会保障厅,10,22,2023-08-22
294838,bm30000002,中国商标网（国家知识产权局商标局）,1,1,2023-08-22
294834,bm29270146,国家税务总局陕西省税务局网站,10,22,2023-08-22
294831,bm21000007,中华人民共和国农业农村部,0,1,2023-08-22
294821,4403000042,前海门户网站,4,1,2023-08-22
294804,1307290001,张家口市万全区人民政府,6,1,2023-08-22
294799,4400000106,广东省人力资源和社会保障厅,10,1,2023-08-22
294792,4401120001,广州市黄埔区人民政府广州开发区管委会,4,22,2023-08-22
294787,5101000027,成都市人力资源和社会保障局,10,22,2023-08-22
294783,6327250003,囊谦县人民政府门户网站,2,22,2023-08-22
294782,6327230001,称多县人民政府,6,1,2023-08-22
294781,6327240001,治多县人民政府网站,0,1,2023-08-22
294775,2327000042,加格达奇区人民政府,0,22,2023-08-22
294764,6322000011,海北藏族自治州政府门户网站,1,1,2023-08-22
294762,6301000023,西宁市人民政府,1,1,2023-08-22
294758,BT01000008,第一师阿拉尔市人民政府网站,4,1,2023-08-22
294742,bm15000001,全国人力资源和社会保障政务服务平台,6,22,2023-08-22
294741,bm34000004,国家矿山安全监察局,10,1,2023-08-22
294738,3401000122,全国公共资源交易平台（安徽省合肥市)安徽合肥公共资源交易中心,0,1,2023-08-22
294726,2107000053,锦州市人民政府,0,1,2023-08-22
294719,bm35000001,国家药品监督管理局,4,1,2023-08-22
294712,bm31370001,国家标准化管理委员会,10,22,2023-08-22
294708,3700000003,山东省交通运输厅,0,1,2023-08-22
294702,bm68000004,海南测绘地理信息局,2,1,2023-08-22
294698,6300000069,青海省医疗保障局,10,1,2023-08-22
294694,5100000101,四川政务服务网,10,1,2023-08-22
294689,6108210014,神木市人民政府,1,1,2023-08-22
294633,1506000008,鄂尔多斯市人力资源和社会保障局,6,1,2023-08-22
294631,4400000160,广东信访网,4,22,2023-08-22
294613,6322230002,海晏县人民政府门户网站,0,1,2023-08-22
294609,4100000028,河南省自然资源厅网站（原河南省国土资源厅网站）,2,1,2023-08-22
294597,bm15000008,中华人民共和国人力资源和社会保障部,6,22,2023-08-22
294576,bm25000001,中国人民银行,6,22,2023-08-22
294571,bm15000011,技能人才评价工作网,6,22,2023-08-22
294535,6190000010,西咸新区政务服务网,10,1,2023-08-22
294532,4451000050,潮州市12345政务服务便民热线,0,22,2023-08-22
294518,bm05000001,教育部政府门户网站,2,1,2023-08-22
294508,bm22000001,中华人民共和国商务部门户网站,0,1,2023-08-22
294507,4100000094,河南省政务服务网,2,1,2023-08-22
294266,bm24000006,中华人民共和国国家卫生健康委员会,1,1,2023-08-22
294915,3300000069,浙江政务服务网,10,1,2023-08-21
294913,4600000001,海南省人民政府,10,1,2023-08-21
294896,bm04000009,信用中国,10,1,2023-08-21
294888,2206000013,白山市公安局,4,1,2023-08-21
294879,3407000013,铜陵市生态环境局,6,1,2023-08-21
294872,3405030001,马鞍山市花山区人民政府,4,1,2023-08-21
294861,6101000018,西安市科学技术局,4,1,2023-08-21
294857,3416230019,利辛县人民政府,1,1,2023-08-21
294845,bm04000007,国家发展改革委门户网站,1,22,2023-08-21
294843,3100000015,上海公安政府网站,1,1,2023-08-21
294833,4413030033,惠州市惠阳区人民政府门户网站,6,22,2023-08-21
