id,sitecode,wzmc,problem_id,blzt,bgdate
299145,4500000116,广西壮族自治区应急管理厅,1,1,2023-09-27
299099,BT01000008,第一师阿拉尔市人民政府网站,2,1,2023-09-27
299097,3301000048,杭州市市场监督管理局,10,22,2023-09-27
299086,bm04000009,信用中国,1,1,2023-09-27
299075,5100000069,四川政府采购,0,22,2023-09-27
299064,3311020002,莲都区人民政府门户网站,2,1,2023-09-27
299052,3412000017,阜阳市公安局,4,1,2023-09-27
299049,bm63000001,国家航天局,0,1,2023-09-27
299035,6540240001,巩留县人民政府网,4,1,2023-09-27
299032,2311820003,五大连池市人民政府,2,1,2023-09-27
299019,5101130002,青白江区人民政府,10,22,2023-09-27
299008,4406000020,佛山市人力资源和社会保障局,2,1,2023-09-27
298998,6208260001,静宁县人民政府,2,1,2023-09-27
298996,1302000057,唐山市人民政府,4,1,2023-09-27
298981,bm30000002,中国商标网（国家知识产权局商标局）,1,1,2023-09-27
298980,1300000075,河北政务服务网,10,1,2023-09-27
298977,1300000025,河北省住房和城乡建设厅,10,22,2023-09-27
298976,3305230020,安吉县人民政府,0,1,2023-09-27
298973,3301910005,杭州市钱塘区人民政府,2,1,2023-09-27
298972,4100000037,河南省人力资源和社会保障厅,4,1,2023-09-27
298969,3200000059,江苏省自然资源厅,4,1,2023-09-27
298966,4401000018,广州市教育局,6,1,2023-09-27
298965,4400000106,广东省人力资源和社会保障厅,10,22,2023-09-27
298958,bm04000010,全国投资项目在线审批监管平台互联网网站,10,22,2023-09-27
298956,4406070017,佛山市三水区政府网,0,1,2023-09-27
298947,4413230058,惠东县人民政府门户网站,6,22,2023-09-27
298939,6529230001,库车市人民政府网站,2,1,2023-09-27
298935,6101120018,西安市未央区人民政府,0,1,2023-09-27
298933,6208000013,平凉财政信息网,0,1,2023-09-27
298925,bm15000011,技能人才评价工作网,1,22,2023-09-27
298903,4416000024,中国河源市政府门户网站,0,1,2023-09-27
298896,bm36000038,江苏调查总队,10,22,2023-09-27
298888,2101240002,法库县人民政府,6,1,2023-09-27
298881,4116250001,郸城县人民政府网,10,1,2023-09-27
298872,4117000007,全国公共资源交易服务平台(河南省.驻马店市),6,1,2023-09-27
298847,4115000017,信阳市人力资源和社会保障局,6,1,2023-09-27
298841,5101000028,成都市人民政府,2,22,2023-09-27
298811,5000000062,重庆市人力资源和社会保障局,10,22,2023-09-27
298807,3702850037,莱西政务网,2,1,2023-09-27
298800,3212000041,泰州市交通运输局,0,1,2023-09-27
298794,4213210015,随县人民政府网,1,1,2023-09-27
298789,3200000043,江苏省生态环境厅,6,22,2023-09-27
298787,6102020001,铜川市王益区人民政府,1,1,2023-09-27
298753,5425210001,阿里地区普兰县人民政府,1,22,2023-09-27
298752,5425220001,阿里地区札达县人民政府,1,1,2023-09-27
298751,5425240001,阿里地区日土县人民政府,1,1,2023-09-27
298750,5425230001,阿里地区噶尔县人民政府,1,1,2023-09-27
298749,5425250001,阿里地区革吉县人民政府,1,1,2023-09-27
298748,5425260001,阿里地区改则县人民政府,1,1,2023-09-27
298747,5425270001,阿里地区措勤县人民政府,1,1,2023-09-27
298746,5425000010,阿里地区行署办公室,1,1,2023-09-27
298743,bm15000001,全国人力资源和社会保障政务服务平台,10,22,2023-09-27
298741,6531010001,喀什市人民政府,2,1,2023-09-27
298734,4201000013,武汉东湖新技术开发区政务网,2,22,2023-09-27
