id,sitecode,wzmc,problem_id,blzt,bgdate
292175,6209240004,阿克塞哈萨克族自治县人民政府网,2,1,2023-07-28
292174,bm12000003,民政部门户网站,0,22,2023-07-28
292169,3301000005,杭州市人民政府门户网站,4,1,2023-07-28
292164,5108000047,广元市教育局,2,1,2023-07-28
292161,5106000001,德阳市人民政府,6,22,2023-07-28
292145,1308000009,承德市人民政府,0,22,2023-07-28
292136,4602000034,三亚市发展和改革委员会,2,1,2023-07-28
292119,4513240005,广西来宾市金秀瑶族自治县人民政府门户网站,4,1,2023-07-28
292093,4401000085,广州市住房和城乡建设局网站,4,1,2023-07-28
292085,3304000028,嘉兴市住房和城乡建设局门户网站,0,1,2023-07-28
292084,4300000001,湖南省政府门户网站,10,22,2023-07-28
292083,4400000131,广东省人民政府门户网站,4,1,2023-07-28
292073,5226240001,三穗县人民政府,6,22,2023-07-28
292069,3202000043,无锡市人力资源和社会保障局,0,22,2023-07-28
292068,bm54190008,深圳市气象局（台）,0,1,2023-07-28
292056,6200000113,甘肃政务服务网,1,1,2023-07-28
292054,4403000055,深圳市人力资源和社会保障局网站,0,22,2023-07-28
292048,4600000001,海南省人民政府,6,1,2023-07-28
292047,2100000038,辽宁省公安厅,10,1,2023-07-28
292042,bm29080012,国家税务总局黑龙江省税务局,10,1,2023-07-28
292027,1404000050,长治市人力资源和社会保障局网站,4,1,2023-07-28
292019,3702110002,青岛西海岸新区（黄岛区）政务网,6,1,2023-07-28
292012,3401000094,合肥市城乡建设局,10,1,2023-07-28
292006,3702000100,山东政务服务网青岛市,10,22,2023-07-28
291997,bm30000012,国家市场监督管理总局,0,1,2023-07-28
291996,3100000017,上海市市场监督管理局,6,22,2023-07-28
291994,3505830011,南安市人民政府,2,1,2023-07-28
291992,2107030001,锦州市凌河区人民政府,2,1,2023-07-28
291984,4311220001,中国东安,6,1,2023-07-28
291975,4300000015,湖南省公安厅网,10,1,2023-07-28
291973,4311000015,永州市生态环境局网站,0,22,2023-07-28
291971,3601000023,南昌住房公积金管理中心,10,1,2023-07-28
291967,1404310003,沁源县人民政府门户网站,1,1,2023-07-28
291957,4419000108,东莞市市场监督管理局（知识产权局）,0,1,2023-07-28
291956,1400000045,山西省人民政府门户网站,2,1,2023-07-28
291953,3702000055,青岛市人力资源和社会保障网,0,1,2023-07-28
291943,4413000007,惠州市公共资源交易中心,10,22,2023-07-28
291938,bm36000002,国家统计局网站（中国统计信息网）,2,1,2023-07-28
291926,5100000042,四川省人力资源和社会保障厅,2,1,2023-07-28
291919,4601000009,海口市人民政府,1,1,2023-07-28
291911,4301000037,长沙市自然资源和规划局官方政务网,0,1,2023-07-28
291905,3300000069,浙江政务服务网,0,1,2023-07-28
291899,bm34000001,中华人民共和国应急管理部,10,1,2023-07-28
291896,2312220001,兰西县人民政府,2,1,2023-07-28
291884,4400000167,广东省投资项目在线审批监管平台,10,1,2023-07-28
291883,bm30000002,中国商标网（国家知识产权局商标局）,1,22,2023-07-28
291880,bm29180017,国家税务总局湖南省税务局,0,1,2023-07-28
291877,3100000044,中国上海,0,22,2023-07-28
291876,bm35000001,国家药品监督管理局,2,1,2023-07-28
291875,6101000051,西安市住房和城乡建设局,1,22,2023-07-28
291867,bm25000001,中国人民银行,4,1,2023-07-28
291863,bm29330003,国家税务总局宁波市税务局网站,1,22,2023-07-28
291843,3306240001,新昌县人民政府门户网站,6,1,2023-07-28
291836,bm31370001,国家标准化管理委员会,0,22,2023-07-28
291806,bm15000011,技能人才评价工作网,1,22,2023-07-28
291796,6200000051,甘肃省人力资源和社会保障厅,10,22,2023-07-28
291791,4400000084,广东政务服务网,10,22,2023-07-28
291790,3600000103,江西政务服务网,2,1,2023-07-28
291783,2101000053,中国沈阳市委市政府门户网站,0,22,2023-07-28
291780,4401040001,广州市越秀区政府门户网站,2,1,2023-07-28
291771,bm15000008,中华人民共和国人力资源和社会保障部,1,22,2023-07-28
291770,bm22000001,中华人民共和国商务部门户网站,0,1,2023-07-28
291765,4401000007,广州市市场监督管理局,10,1,2023-07-28
291757,3100000120,上海市房屋管理局,2,1,2023-07-28
291753,bm23000001,文化和旅游部政府门户网站,1,1,2023-07-28
291744,bm24000006,中华人民共和国国家卫生健康委员会,0,1,2023-07-28
291719,4100000001,河南省人民政府门户网站,4,22,2023-07-28
291712,2107000053,锦州市人民政府,2,1,2023-07-28
291654,1201050001,天津市河北区人民政府,6,22,2023-07-28
291288,bm86000001,国家移民管理局,10,1,2023-07-28
292071,bm19000004,交通运输部政府网站,4,1,2023-07-27
292066,4600000036,海南省财政厅对外门户网站,6,1,2023-07-27
292059,3300000013,浙江省经济和信息化厅门户网站,2,1,2023-07-27
292053,6200000005,甘肃省财政厅,10,22,2023-07-27
292049,bm20000001,中华人民共和国水利部网站,6,1,2023-07-27
292043,bm24000006,中华人民共和国国家卫生健康委员会,2,22,2023-07-27
292018,4602000035,三亚市人民政府网,4,1,2023-07-27
291986,3600000020,江西省财政厅,10,1,2023-07-27
291979,bm29000002,国家税务总局网站,0,22,2023-07-27
291968,5109210007,蓬溪县人民政府,6,1,2023-07-27
