id,sitecode,wzmc,problem_id,blzt,bgdate
295932,3200000039,江苏省农业农村厅,10,22,2023-08-31
295931,5107040018,绵阳市游仙区人民政府,2,1,2023-08-31
295919,3302000080,宁波市科学技术局,0,22,2023-08-31
295910,3714810035,乐陵市门户网站,6,1,2023-08-31
295891,3400000066,安徽政务服务网,0,22,2023-08-31
295870,bm38000007,国家知识产权局政府网站,10,22,2023-08-31
295866,3703000008,淄博市人民政府,2,1,2023-08-31
295860,3403000006,蚌埠市人民政府,2,1,2023-08-31
295846,3100000103,信用上海,0,1,2023-08-31
295834,6500000034,新疆维吾尔自治区人民政府网站,2,1,2023-08-31
295833,5107810018,江油市人民政府,10,22,2023-08-31
295831,3301000048,杭州市市场监督管理局,2,1,2023-08-31
295830,3412000010,阜阳市人民政府,1,1,2023-08-31
295829,bm14000002,中国政府采购网,2,1,2023-08-31
295828,3413220004,萧县人民政府,2,1,2023-08-31
295820,6101000051,西安市住房和城乡建设局,1,1,2023-08-31
295816,3200000043,江苏省生态环境厅,4,1,2023-08-31
295809,bm29090019,国家税务总局上海市税务局网站,4,22,2023-08-31
295795,3308000027,衢州市政府门户网站,2,1,2023-08-31
295777,3100000017,上海市市场监督管理局,1,1,2023-08-31
295776,5002240005,重庆市铜梁区人民政府,4,1,2023-08-31
295775,4312000017,怀化市政府门户网站,2,1,2023-08-31
295761,bm30000002,中国商标网（国家知识产权局商标局）,0,1,2023-08-31
295758,bm04000010,全国投资项目在线审批监管平台互联网网站,6,1,2023-08-31
295757,2327000040,大兴安岭地区行政公署,2,1,2023-08-31
295754,1502000038,包头市公安局,10,1,2023-08-31
295744,4400000084,广东政务服务网,10,22,2023-08-31
295739,3416220001,蒙城县人民政府,4,1,2023-08-31
295734,1504300045,赤峰市敖汉旗人民政府,4,1,2023-08-31
295732,1308000009,承德市人民政府,1,1,2023-08-31
295729,3502000001,厦门市人民政府门户网站,1,22,2023-08-31
295727,6212000001,陇南市人民政府,1,1,2023-08-31
295724,6229010001,临夏市人民政府门户网站,1,22,2023-08-31
295723,bm30000012,国家市场监督管理总局,1,1,2023-08-31
295718,4104000031,平顶山市人民政府门户网站,0,1,2023-08-31
295717,3707000045,潍坊市生态环境局,0,22,2023-08-31
295711,4400000106,广东省人力资源和社会保障厅,10,22,2023-08-31
295701,5000000061,重庆市农业农村委员会,2,1,2023-08-31
295700,4313000025,娄底市财政局,1,1,2023-08-31
295699,4307000025,常德市人民政府门户网站,1,1,2023-08-31
295698,4304000038,衡阳市政府门户网站,1,22,2023-08-31
295696,4302000047,株洲财政网,1,22,2023-08-31
295695,4301000052,长沙市政府门户网站,1,22,2023-08-31
295688,3608000026,吉安市财政局网,1,22,2023-08-31
295687,3602000038,景德镇市人民政府,1,22,2023-08-31
295681,3606000001,中国鹰潭,4,1,2023-08-31
295676,bm15000001,全国人力资源和社会保障政务服务平台,1,22,2023-08-31
295655,1501000001,呼和浩特市人民政府,2,1,2023-08-31
295652,4401000004,广州市人民政府,10,1,2023-08-31
295649,3600000024,江西省住房和城乡建设厅,0,22,2023-08-31
295640,3401240038,庐江县人民政府,2,1,2023-08-31
295634,3700000071,山东省人民政府,10,1,2023-08-31
295623,bm16000001,自然资源部门户网站,10,1,2023-08-31
295605,2103000032,鞍山市人民政府,1,1,2023-08-31
295590,2101000053,中国沈阳市委市政府门户网站,1,1,2023-08-31
295582,4103030007,西工区人民政府网,2,1,2023-08-31
295570,4408000026,湛江市政府门户网站,2,1,2023-08-31
295566,4401830036,广州市增城区人民政府门户网站,2,22,2023-08-31
295560,4117000003,驻马店市自然资源和规划局网站,4,1,2023-08-31
295554,4100000098,河南省行政审批和政务信息管理局,0,1,2023-08-31
295547,3300000069,浙江政务服务网,2,1,2023-08-31
295545,3100000044,中国上海,10,22,2023-08-31
295532,bm29020004,国家税务总局天津市税务局网站,0,1,2023-08-31
295502,bm14000001,中华人民共和国财政部,10,22,2023-08-31
295490,4100000018,河南文物网,1,1,2023-08-31
295467,6105000058,渭南政务服务网,4,1,2023-08-31
295462,bm13000003,中国法律服务网,1,1,2023-08-31
295440,3200000102,江苏省医疗保障局,10,22,2023-08-31
295437,3311270001,景宁畲族自治县人民政府,0,1,2023-08-31
295433,3311000049,丽水市机关事务服务中心,1,22,2023-08-31
295423,2312000018,绥化市人民政府,2,1,2023-08-31
295404,bm24000006,中华人民共和国国家卫生健康委员会,4,1,2023-08-31
295340,bm63000001,国家航天局,10,22,2023-08-31
295237,3100000063,上海市住房和城乡建设管理委员会门户网站,10,1,2023-08-31
295060,5300000065,云南政务服务网,10,1,2023-08-31
263815,bm70000001,中国民用航空局,2,1,2023-08-31
295808,3303260001,平阳县人民政府门户网站,4,1,2023-08-30
295798,1311000004,衡水市人民政府,1,22,2023-08-30
295791,6101900002,西安高新技术产业开发区,0,1,2023-08-30
295784,6326260001,玛多县人民政府,4,1,2023-08-30
295773,4300000012,湖南省科学技术厅门户网站,2,1,2023-08-30
295747,3211000038,镇江市住房和城乡建设局,0,1,2023-08-30
295697,bm23000001,文化和旅游部政府门户网站,4,1,2023-08-30
295694,6403000012,吴忠市人民政府,1,22,2023-08-30
295692,4310000061,郴州市医疗保障局,2,1,2023-08-30
295686,bm54110001,浙江省气象政府网站,2,1,2023-08-30
295685,bm17000009,中华人民共和国生态环境部政府网站,4,1,2023-08-30
295680,4201130014,武汉经济技术开发区（汉南区）政府门户网站,6,1,2023-08-30
295673,5107000089,绵阳市住房和城乡建设委员会,10,1,2023-08-30
295672,3400000066,安徽政务服务网,10,22,2023-08-30
