id,sitecode,wzmc,problem_id,blzt,bgdate
291595,3101170059,上海市松江区人民政府网站,4,1,2023-07-24
291584,bm14000002,中国政府采购网,4,1,2023-07-24
291577,3402070001,芜湖市鸠江区人民政府,4,1,2023-07-24
291563,6200000107,甘肃政府采购网,0,22,2023-07-24
291540,4302020001,荷塘区人民政府门户网,2,1,2023-07-24
291533,bm29160021,国家税务总局河南省税务局,10,22,2023-07-24
291530,2102000010,大连市教育局,2,1,2023-07-24
291526,3715000063,聊城市人民政府,10,1,2023-07-24
291524,4300000048,湖南省卫生和计划生育委员会,2,1,2023-07-24
291511,3405060004,马鞍山市博望区人民政府,5,1,2023-07-24
291509,BT00000020,新疆生产建设兵团,10,22,2023-07-24
291507,1400000038,山西省人力资源和社会保障厅网站,0,1,2023-07-24
291505,5119000011,巴中市人民政府,2,1,2023-07-24
291500,3300000027,浙江省水利厅,0,1,2023-07-24
291487,3300000066,浙江人事考试网,2,22,2023-07-24
291475,1410020007,尧都区人民政府门户网站,10,1,2023-07-24
291463,3403000006,蚌埠市人民政府,2,1,2023-07-24
291459,5000000003,重庆市规划和自然资源局,2,1,2023-07-24
291454,3708000014,济宁市教育局,0,1,2023-07-24
291451,bm16000001,自然资源部门户网站,10,22,2023-07-24
291448,4100000001,河南省人民政府门户网站,6,1,2023-07-24
291447,bm38000007,国家知识产权局政府网站,0,22,2023-07-24
291441,bm29080012,国家税务总局黑龙江省税务局,0,1,2023-07-24
291433,bm04000009,信用中国,10,22,2023-07-24
291425,4103000049,洛阳市公共资源交易中心,4,1,2023-07-24
291423,3605000002,新余市人民政府,2,22,2023-07-24
291413,bm84000001,中华人民共和国退役军人事务部,2,22,2023-07-24
291412,3408000006,安庆市教育体育局,2,1,2023-07-24
291398,1300000027,河北省生态环境厅,10,1,2023-07-24
291392,bm20020013,黄河网,3,1,2023-07-24
291382,3708280003,金乡县人民政府,4,1,2023-07-24
291373,5101000063,成都市公安局交通管理局,2,1,2023-07-24
291372,1100000088,北京市人民政府,10,22,2023-07-24
291370,1200000052,天津政务网,10,22,2023-07-24
291369,4306000038,岳阳市科学技术局,4,1,2023-07-24
291366,5100000069,四川政府采购,6,1,2023-07-24
291364,3304810001,海宁市人民政府网站,0,1,2023-07-24
291362,3405000005,马鞍山市住房和城乡建设局,0,22,2023-07-24
291354,1502030005,昆都仑区人民政府,4,1,2023-07-24
291348,bm30000013,国家企业信用信息公示系统,1,1,2023-07-24
291331,2100000022,辽宁省人力资源和社会保障厅门户网站,0,22,2023-07-24
291326,bm29360001,国家税务总局深圳市税务局网站,10,1,2023-07-24
291314,4602000035,三亚市人民政府网,6,1,2023-07-24
291313,3101150060,上海市浦东新区人民政府,10,1,2023-07-24
291312,3205060031,苏州市吴中区人民政府,6,1,2023-07-24
291311,bm29150011,国家税务总局山东省税务局,1,22,2023-07-24
291305,3717000004,菏泽民政信息网,2,1,2023-07-24
291298,3100000010,上海市卫生健康委员会,4,1,2023-07-24
291292,3700000071,山东省人民政府,10,22,2023-07-24
291289,3300000025,浙江省住房和城乡建设厅,1,1,2023-07-24
291282,4600000044,海南省卫生健康委员会,10,1,2023-07-24
291281,3204120012,常州市武进区人民政府,6,22,2023-07-24
291275,2300000011,黑龙江政务服务网,2,1,2023-07-24
291272,6300000069,青海省医疗保障局,6,1,2023-07-24
291260,4206000010,襄阳市人力资源和社会保障局,0,1,2023-07-24
291258,bm30000012,国家市场监督管理总局,0,22,2023-07-24
291257,3500000080,福建省公共资源交易电子公共服务平台,0,1,2023-07-24
291244,3607230023,大余县人民政府网,1,22,2023-07-24
291238,2111000031,盘锦市人民政府,10,1,2023-07-24
291230,bm25000001,中国人民银行,2,22,2023-07-24
291222,3500000032,福建省科学技术厅,0,1,2023-07-24
291221,2208210009,镇赉县人民政府,2,1,2023-07-24
