id,sitecode,wzmc,problem_id,blzt,bgdate
307268,2100000061,辽宁省药品监督管理局,2,22,2023-12-12
307265,3300000013,浙江省经济和信息化厅门户网站,0,22,2023-12-12
307264,3402230002,南陵县人民政府,6,1,2023-12-12
307262,3401000094,合肥市城乡建设局,2,22,2023-12-12
307247,2108000046,营口市人民政府,4,1,2023-12-12
307241,3702000101,青岛市医疗保障局,0,1,2023-12-12
307238,3406030002,淮北市相山区人民政府,0,1,2023-12-12
307230,4101930001,郑州航空港经济综合实验区（郑州新郑综合保税区）管理委员会,4,1,2023-12-12
307215,5100000069,四川政府采购,10,1,2023-12-12
307211,5113030083,南充市高坪区人民政府,2,22,2023-12-12
307209,2301000033,哈尔滨市人民政府,10,22,2023-12-12
307207,4690020004,琼海政府门户网站,0,22,2023-12-12
307205,4101000002,郑州市人民政府门户网站,2,1,2023-12-12
307204,4113260017,淅川县人民政府门户网,0,1,2023-12-12
307180,3500000068,福建省网上办事大厅,10,22,2023-12-12
307175,4400000106,广东省人力资源和社会保障厅,1,1,2023-12-12
307172,5331020001,瑞丽市人民政府,2,1,2023-12-12
307167,5100000101,四川政务服务网,2,1,2023-12-12
307158,4401040001,广州市越秀区政府门户网站,0,22,2023-12-12
307154,1306840001,高碑店市人民政府,10,1,2023-12-12
307138,6201000059,兰州新区门户网站,0,1,2023-12-12
307135,4403000016,深圳政府在线,2,1,2023-12-12
307132,5200000093,贵州省市场监督管理局,1,22,2023-12-12
307129,5323220004,双柏县人民政府,2,1,2023-12-12
307126,4400000053,广东省民政厅信息网,6,1,2023-12-12
307103,2201020037,长春市南关区人民政府,1,1,2023-12-12
307100,3707000079,潍坊市医保局网站,0,1,2023-12-12
307095,3400000072,安徽省教育厅,0,22,2023-12-12
307094,3505000002,泉州市人民政府,2,1,2023-12-12
307087,4420000017,中山市卫生健康局政务网,0,1,2023-12-12
307079,4400000038,广东省财政厅门户网站,0,22,2023-12-12
307068,3203000060,徐州市人力资源和社会保障局,10,22,2023-12-12
307067,2100000118,辽宁政务服务网,10,22,2023-12-12
307065,3702000025,青岛政务网,0,22,2023-12-12
