id,sitecode,wzmc,problem_id,blzt,bgdate
293841,3100000116,上海市城市管理行政执法局门户网站,6,1,2023-08-10
293833,5113210022,南部县人民政府,4,1,2023-08-10
293796,3101050013,上海长宁门户网站,4,1,2023-08-10
293782,bm12000003,民政部门户网站,10,22,2023-08-10
293771,5203820001,仁怀市人民政府公众信息网,4,1,2023-08-10
293765,3703230004,中国沂源,4,1,2023-08-10
293762,3207000034,连云港市住房和城乡建设局,6,1,2023-08-10
293759,3403000013,蚌埠市卫生健康委员会,2,1,2023-08-10
293755,3713290009,临沭县人民政府,2,1,2023-08-10
293753,3500000068,福建省网上办事大厅,10,22,2023-08-10
293745,bm71050013,内蒙古自治区邮政管理局网,0,1,2023-08-10
293738,1409000051,忻州市体育局网站,4,1,2023-08-10
293734,5106000007,全国公共资源交易平台（四川省·德阳市）,0,22,2023-08-10
293733,4408820001,雷州市人民政府网,2,22,2023-08-10
293732,3501000001,福州市人民政府网站,0,1,2023-08-10
293721,4600000045,海南省生态环境厅,10,1,2023-08-10
293720,3101010003,"""上海黄浦""门户网站",4,22,2023-08-10
293712,4300000011,湖南省发展和改革委员会,0,1,2023-08-10
293708,4107820006,辉县市人民政府网,6,22,2023-08-10
293698,4312270012,新晃侗族自治县人民政府,2,22,2023-08-10
293697,bm30000012,国家市场监督管理总局,1,1,2023-08-10
293695,1310220012,固安县人民政府,0,1,2023-08-10
293692,5101000076,成都市医疗保障局,10,22,2023-08-10
293690,3304000003,中共嘉兴市委嘉兴市人民政府,2,1,2023-08-10
293677,3611000011,上饶统计信息网,0,1,2023-08-10
293671,1307300001,怀来县人民政府,2,1,2023-08-10
293669,5100000101,四川政务服务网,0,22,2023-08-10
293667,4312020008,鹤城区政府门户网站,2,1,2023-08-10
293666,4212810004,赤壁政府门户网,2,1,2023-08-10
293662,3713250018,费县人民政府,0,1,2023-08-10
293661,2311000001,黑河市人民政府,6,1,2023-08-10
293659,3701000042,济南市教育局,0,1,2023-08-10
