id,sitecode,wzmc,problem_id,blzt,bgdate
295206,2102000003,大连市人民政府,10,22,2023-08-27
295379,3301000005,杭州市人民政府门户网站,0,1,2023-08-25
295371,5204000007,安顺经济技术开发区,4,1,2023-08-25
295364,4690230008,海南省澄迈县人民政府网站,2,1,2023-08-25
295360,bm14000002,中国政府采购网,2,1,2023-08-25
295356,3700000019,山东民族宗教网,6,1,2023-08-25
295352,1501000001,呼和浩特市人民政府,0,1,2023-08-25
295350,6205000002,天水市人民政府,0,1,2023-08-25
295346,3701000092,信用济南,2,1,2023-08-25
295345,3609830002,高安市人民政府,0,1,2023-08-25
295341,3101150060,上海市浦东新区人民政府,0,1,2023-08-25
295327,5115000008,宜宾市人民政府,10,22,2023-08-25
295323,3708000075,信用中国（山东济宁）,0,22,2023-08-25
295317,4400000106,广东省人力资源和社会保障厅,10,22,2023-08-25
295316,3300000068,浙江省人民政府,1,22,2023-08-25
295314,3205060031,苏州市吴中区人民政府,6,1,2023-08-25
295311,6100000146,陕西省住房和城乡建设厅综合服务中心,1,22,2023-08-25
295308,5205000011,毕节市人民政府,2,1,2023-08-25
295306,4304000038,衡阳市政府门户网站,2,13,2023-08-25
295303,3702000027,青岛统计信息网,2,1,2023-08-25
295298,3600000104,江西省公共资源交易网,0,1,2023-08-25
295285,bm29170017,国家税务总局湖北省税务局,3,1,2023-08-25
295273,3702000076,青岛市住房和城乡建设局,2,1,2023-08-25
295271,4201000032,武汉市住房保障和房屋管理局,6,22,2023-08-25
295270,4602000035,三亚市人民政府网,2,1,2023-08-25
295269,3701000067,济南市住房和城乡建设局官网,6,1,2023-08-25
295266,4453220003,郁南县人民政府门户网站,2,1,2023-08-25
295264,3710000014,威海市民政局,0,1,2023-08-25
295258,3702000054,青岛市财政局,0,1,2023-08-25
295252,bm29090019,国家税务总局上海市税务局网站,10,22,2023-08-25
295250,3404000067,淮南市住房公积金管理中心,10,1,2023-08-25
295243,3500000048,福建省人力资源与社会保障厅,2,22,2023-08-25
295240,3308000040,衢州市统计局,2,1,2023-08-25
295227,5106230005,中江县人民政府,4,1,2023-08-25
295221,3311240009,松阳县人民政府,2,1,2023-08-25
295219,3311000028,丽水市体育发展服务中心,2,1,2023-08-25
295218,3311250001,云和县政府门户网站,2,22,2023-08-25
295215,4509000075,广西玉林市人力资源和社会保障局网站,4,1,2023-08-25
295212,3715000078,山东政务服务网（聊城）,10,1,2023-08-25
295205,1501000041,呼和浩特市人力资源和社会保障局,10,22,2023-08-25
295181,4401060050,天河区门户网站,1,22,2023-08-25
295179,bm22000001,中华人民共和国商务部门户网站,2,22,2023-08-25
295177,5106810017,广汉市人民政府,1,1,2023-08-25
295166,3100000054,上海市文化和旅游局上海市广播电视局上海市文物局,10,1,2023-08-25
295153,4201000056,武汉住房公积金管理中心网站,1,22,2023-08-25
295150,bm31370001,国家标准化管理委员会,2,22,2023-08-25
295149,bm38000007,国家知识产权局政府网站,3,22,2023-08-25
295118,4209000002,孝感市门户网,0,1,2023-08-25
295115,1300000012,河北省人力资源和社会保障厅,10,1,2023-08-25
295092,4400000084,广东政务服务网,0,22,2023-08-25
295090,3300000025,浙江省住房和城乡建设厅,1,22,2023-08-25
295079,6327000002,玉树藏族自治州人民政府门户网,1,1,2023-08-25
295069,3716000008,滨州市人力资源和社会保障局,0,1,2023-08-25
295066,5100000062,四川省人民政府,10,1,2023-08-25
295053,bm30000012,国家市场监督管理总局,4,1,2023-08-25
295052,3100000044,中国上海,0,1,2023-08-25
295043,6101000027,西安市人力资源和社会保障局,10,22,2023-08-25
295021,4301000007,长沙住房公积金管理中心官方网站,0,1,2023-08-25
294981,4100000049,河南省市场监督管理局门户网站,1,1,2023-08-25
294972,4100000099,河南省医疗保障局,10,1,2023-08-25
294969,4101000051,郑州市统计局,1,22,2023-08-25
294962,5300000033,云南省人民政府门户网站,0,1,2023-08-25
294942,1411240003,临县人民政府门户网站,1,1,2023-08-25
294937,bm30000002,中国商标网（国家知识产权局商标局）,6,22,2023-08-25
294927,1200000052,天津政务网,2,1,2023-08-25
294844,bm05000001,教育部政府门户网站,6,1,2023-08-25
294786,3600000013,江西省工业和信息化厅,10,22,2023-08-25
294721,bm24000006,中华人民共和国国家卫生健康委员会,1,1,2023-08-25
295299,6207000021,中国•张掖,4,1,2023-08-24
295296,bm29000002,国家税务总局网站,0,22,2023-08-24
295263,2200000054,吉林省住房和城乡建设厅网站,2,1,2023-08-24
295231,3301050002,杭州市拱墅区人民政府门户网站,2,1,2023-08-24
295224,bm35000001,国家药品监督管理局,0,19,2023-08-24
295220,3311000041,丽水市科学技术局,2,1,2023-08-24
295209,bm71140012,江西省邮政管理局网,1,1,2023-08-24
295208,3400000066,安徽政务服务网,10,1,2023-08-24
295200,bm38000007,国家知识产权局政府网站,6,19,2023-08-24
295197,4407840001,鹤山市人民政府门户网站,2,1,2023-08-24
295196,bm15000001,全国人力资源和社会保障政务服务平台,10,22,2023-08-24
295194,3705000021,东营统计信息网,2,1,2023-08-24
