id,sitecode,wzmc,problem_id,blzt,bgdate
300515,bm04000008,全国公共资源交易平台,6,1,2023-10-15
300528,6540000001,伊犁哈萨克自治州政府公众信息网,2,1,2023-10-13
300522,bm54180001,湖南省气象局,0,22,2023-10-13
300510,5323000021,楚雄彝族自治州人民政府,2,1,2023-10-13
300499,bm14000002,中国政府采购网,5,22,2023-10-13
300496,3408240004,潜山市人民政府,4,1,2023-10-13
300485,1500000008,内蒙古自治区财政厅,6,1,2023-10-13
300477,3701020017,济南市历下区人民政府门户网站,0,1,2023-10-13
300471,4501000060,广西南宁市人民政府门户网站,10,1,2023-10-13
300446,3701000056,济南市人力资源和社会保障局,0,1,2023-10-13
300438,3403000006,蚌埠市人民政府,5,1,2023-10-13
300434,3302060002,宁波市北仑区人民政府,4,1,2023-10-13
300433,2200000012,吉林省自然资源厅网站,4,1,2023-10-13
300431,5326010059,文山市人民政府网站,10,1,2023-10-13
300422,5105000013,泸州市人民政府,2,1,2023-10-13
300421,6101000129,西安政务服务网,0,1,2023-10-13
300418,3500000068,福建省网上办事大厅,0,22,2023-10-13
300415,3412220027,太和县人民政府,2,1,2023-10-13
300387,3707900006,潍坊国家高新技术产业开发区,4,1,2023-10-13
300382,5000000062,重庆市人力资源和社会保障局,10,1,2023-10-13
300377,4403000016,深圳政府在线,2,1,2023-10-13
300370,3702110002,青岛西海岸新区（黄岛区）政务网,2,1,2023-10-13
300364,bm04000010,全国投资项目在线审批监管平台互联网网站,2,1,2023-10-13
300362,2102000112,大连市政府采购网,2,1,2023-10-13
300358,3502000046,厦门市交通运输局,0,1,2023-10-13
300356,5307220033,永胜县人民政府.政务,0,1,2023-10-13
300355,4209000027,孝感市统计局,1,1,2023-10-13
300348,5100000049,四川省市场监督管理局门户网站,0,22,2023-10-13
300342,3600000103,江西政务服务网,10,22,2023-10-13
300341,5002350018,云阳县人民政府,2,1,2023-10-13
300330,1411210001,文水县人民政府门户网站,0,1,2023-10-13
300328,4401000056,广州市文化广电旅游局（广州市文物局）,10,22,2023-10-13
300327,5100000042,四川省人力资源和社会保障厅,6,1,2023-10-13
300326,4100000031,河南省生态环境厅,6,1,2023-10-13
300325,bm30000013,国家企业信用信息公示系统,1,1,2023-10-13
300323,4200000116,湖北政务服务网,10,1,2023-10-13
300318,6205240004,武山县人民政府门户网,2,22,2023-10-13
300313,1306830001,安国市人民政府,2,1,2023-10-13
300306,1306300001,涞源县人民政府,2,1,2023-10-13
300305,4504810001,广西梧州市岑溪市人民政府门户网站,4,1,2023-10-13
300303,1306810001,涿州市人民政府,1,1,2023-10-13
300294,3701000028,济南市国防动员办公室,6,1,2023-10-13
300291,3703000059,淄博市生态环境局,1,1,2023-10-13
300289,6402000013,石嘴山市人民政府网,0,22,2023-10-13
300272,4304000038,衡阳市政府门户网站,0,1,2023-10-13
300263,3500000080,福建省公共资源交易电子公共服务平台,10,22,2023-10-13
300262,2102000003,大连市人民政府,2,22,2023-10-13
300234,4400000084,广东政务服务网,0,1,2023-10-13
300231,4511020005,广西贺州市八步区人民政府门户网站,4,1,2023-10-13
300213,3101050013,上海长宁门户网站,6,22,2023-10-13
300209,5120000001,资阳市人民政府,2,1,2023-10-13
300204,4400000074,广东省自然资源厅门户网站,1,1,2023-10-13
300200,3400000104,安徽省阳光就业网上服务大厅,1,22,2023-10-13
300199,3415000049,六安市卫生健康委员会,4,22,2023-10-13
300187,4504000034,广西梧州市自然资源局网站,10,1,2023-10-13
300183,4501000045,广西南宁市自然资源局网站,2,1,2023-10-13
300181,5300000005,云南省生态环境厅,1,1,2023-10-13
300179,3500000064,福建省生态环境厅门户网站,0,1,2023-10-13
300174,1400000024,山西省生态环境厅,1,22,2023-10-13
300154,2200000018,吉林省市场监督管理厅,0,1,2023-10-13
300153,4401000042,广州司法网,10,1,2023-10-13
300108,5101000027,成都市人力资源和社会保障局,6,1,2023-10-13
300091,4200000048,湖北省住房和城乡建设厅,10,22,2023-10-13
300087,3300000069,浙江政务服务网,10,22,2023-10-13
300046,3300000064,浙江政府采购网（浙江省财政厅）,2,1,2023-10-13
299998,5101210012,金堂县人民政府网站,2,1,2023-10-13
299990,6402020003,石嘴山市大武口区人民政府,2,1,2023-10-13
299969,2100000027,辽宁省司法厅,1,1,2023-10-13
300428,4300000062,湖南省交通运输厅,4,1,2023-10-12
300405,3301080002,杭州国家高新技术产业开发区管委会杭州市滨江区人民政府,2,22,2023-10-12
300375,3100000111,上海市规划和自然资源局门户网站,1,1,2023-10-12
300368,4400000086,广东省生态环境厅公众网,0,1,2023-10-12
300366,2311000001,黑河市人民政府,6,1,2023-10-12
300361,3200000035,江苏省应急管理厅,10,22,2023-10-12
300331,3405220006,含山县人民政府,0,1,2023-10-12
300322,3200000043,江苏省生态环境厅,0,22,2023-10-12
300297,bm35000001,国家药品监督管理局,6,1,2023-10-12
300295,3403000006,蚌埠市人民政府,5,1,2023-10-12
300293,4107000039,新乡市人力资源和社会保障局,4,1,2023-10-12
300285,3501000001,福州市人民政府网站,2,1,2023-10-12
