links,contents
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297330,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://124.128.48.213/zhdj/app/map2d_zhdj.html"",""transactUnit"":""山东省自然资源厅"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297330,""wzmc"":""山东省自然资源厅"",""displayContent"":null,""description"":""征地区片价查询网站，内容刷新不出来"",""transactTime"":""2023-09-12"",""transactResult"":""您好，感谢您对山东自然资源工作的关注。近期，我厅对该系统进行了更新，更新后访问地址发生了变更。该系统的唯一正规入口在山东省自然资源厅官方网站首页，请您通过官网点击该系统链接，即可正常进入，系统一切内容均可正常访问。感谢您对我们工作的关心，欢迎您继续提出意见建议。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297329,"{""body"":[{""notHandleType"":0,""problem_id"":1,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.mot.gov.cn/zhuanti/wuliubtbc/qingkuangtongbao_wuliu/?spm=a2o1z.12531199.0.0.441a67fcHsx4iP"",""transactUnit"":""中华人民共和国交通运输部"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297329,""wzmc"":""交通运输部政府网站"",""displayContent"":null,""description"":""“9月4日-9月10日全国物流保通保畅运行情况”没有查询到，希望更新，感谢"",""transactTime"":""2023-09-12"",""transactResult"":""您好，您的留言已收悉，问题属实。我们已安排工作人员更新相关信息。感谢您对交通运输部政府网站工作的关注与支持。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297315,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://www.stats.gov.cn/sj/tjgb/rkpcgb/qgrkpcgb/202302/t20230206_1902008.html"",""transactUnit"":""国家统计局统计资料管理中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297315,""wzmc"":""国家统计局网站（中国统计信息网）"",""displayContent"":null,""description"":""如图，请明确数据单位，或者使用前后的一致数据单位。"",""transactTime"":""2023-09-12"",""transactResult"":""您好，文章中数据单位明确且前后一致，未发现您描述的问题。感谢您对统计工作的关注与支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297283,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.hnxtyt.gov.cn/zwgk/tzgg/content_1240061.html"",""transactUnit"":""湘潭市岳塘区行政审批服务局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297283,""wzmc"":""岳塘区人民政府"",""displayContent"":null,""description"":""湘潭市莲城客运有限公司写成了湘潭市莲城客运邮箱公司"",""transactTime"":""2023-09-12"",""transactResult"":""网民朋友，您好，您在“我为政府网站找错”栏目的留言已收悉。您反映的岳塘区政府门户网站发布的“岳塘区2022年度城乡道路客运补贴资金发放分配公示”中，“湘潭市莲城客运有限公司”写成了“湘潭市莲城客运邮箱公司”。经核实，您所反映的情况属实，我们已进行了修改处理，同时对此类信息进行了全面排查。今后，我们将进一步加强政府网站信息内容审核，推进全区政府网站的建设管理。感谢您对湘潭市岳塘区政府门户网站的关注和支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297282,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.zzhkgq.gov.cn/2023/04-19/2698173.html"",""transactUnit"":""郑州航空港经济综合实验区管理委员会党群工作部"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297282,""wzmc"":""郑州航空港经济综合实验区（郑州新郑综合保税区）管理委员会"",""displayContent"":null,""description"":""河南省首家生物医药CXO，O是organization，网页里是CX0，阿拉伯数字0。 \n医药外包服务行业（CXO）是依附于药物研发、生产的外包产业链， 有多种类型，CRO(Contract Research Organization、合同研究组织)、CMO (Contract Manufacture Organization、合同生产组织)、CDMO(Contract development and manufacturing organization、合同定制生产组织)、CSO (Contract Sales Organization、合同销售组织)等多个细分子行业，贯穿药品生命周期的全流程。\n "",""transactTime"":""2023-09-12"",""transactResult"":""网友您好，非常感谢您对航空港实验区门户网站的关注，接到留言件后，我单位第一时间对您反映的问题就行了核实，相关内容我们已更正。下一步，我单位将进一步加强网站信息发布审核。同时，也希望您持续关注航空港实验区门户网站，多提宝贵意见和建议。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297274,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://nync.hebei.gov.cn/html/www/gjhz/1593527434389946369.html"",""transactUnit"":""河北省农业农村厅"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297274,""wzmc"":""河北省农业农村厅"",""displayContent"":null,""description"":""到底是荷兰的法律还是中国的法律？？？"",""transactTime"":""2023-09-12"",""transactResult"":""感谢您对河北省农业农村厅官网的关注，您提出的问题已经修改，信息中均为荷兰的法律。希望您继续关注，并提出宝贵意见和建议。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297268,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.zhuhai.gov.cn/"",""transactUnit"":""珠海市人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297268,""wzmc"":""中国珠海"",""displayContent"":null,""description"":""https://www.zhuhai.gov.cn/hd/zxts/wyts/\n验证码无法显示，无法提交投诉"",""transactTime"":""2023-09-12"",""transactResult"":""尊敬的网友：您好！您的留言珠海市人民政府办公室收悉。经工作人员核实，因部分浏览器会对跳转统一身份认证页面进行拦截，导致无法跳转。这种情况下为避免市民没有通过认证就能在网站提交答复，因此页面上的验证码是失效的。只要点击继续跳转，通过人脸认证后回到填写页面，就能够正常显示和使用，建议您更换浏览器或再尝试一遍。不便之处，敬请谅解！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297263,"{""body"":[{""notHandleType"":0,""problem_id"":10,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://ytlkzwfw.sd.gov.cn/lks/icity/submitsp/baseinfo?itemId=2404d17bd5-a616-4ee5-85ff-22e12f75d5e6"",""transactUnit"":""烟台市人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-12"",""id"":297263,""wzmc"":""山东政务服务网（烟台市）"",""displayContent"":null,""description"":""公共场所卫生许可申请通道无法进入，无法选取提交素材内容，点击下一步没有响应"",""transactTime"":""2023-09-12"",""transactResult"":""尊敬的网友您好，经核实，您所反映的问题属实。目前问题已被解决，您所申报的业务已经可以正常办理。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297252,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://sqzc.gd.gov.cn/rdzt/zchb/content/post_3161400.html"",""transactUnit"":""广东省人民政府办公厅"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-11"",""id"":297252,""wzmc"":""广东省人民政府门户网站"",""displayContent"":null,""description"":""有错别字，《中华人民共和国企业所得税法》错写成《中华人民共和国企业所得税发》。"",""transactTime"":""2023-09-12"",""transactResult"":""您好！来信收悉。我们已对该稿件进行更正。感谢您对广东省人民政府门户网站建设工作的关注与建议。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=297250,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.xuecheng.gov.cn/"",""transactUnit"":""薛城区大数据中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-11"",""id"":297250,""wzmc"":""枣庄市薛城区人民政府网"",""displayContent"":null,""description"":""薛城区政府网站  相关内容三项功能无法使用，网页打不开，市民查询不了，希望有关部门及时处理解决"",""transactTime"":""2023-09-12"",""transactResult"":""感谢热心网友找错。第一时间同热心网友取得联系，确认存在问题，并立即联系技术方完成整改。我们将持续做好网站链接排查，尽量防止外链过期出现死链错链。欢迎持续关注薛城政府网。""}],""hasMoreItems"":false}"
