links,contents
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299162,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""22"",""errorUrl"":""https://ln.122.gov.cn/?gnid=3001#/regist-download"",""transactUnit"":""辽宁省公安厅交通安全管理局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-27"",""id"":299162,""wzmc"":""辽宁省公安厅交通安全管理局 交通安全综合服务管理平台"",""displayContent"":null,""description"":""12123app支付不了罚款，一直是这个页面，大连段\n另外限速120km/H，我的车速是133km/H，真的好巧超速10%，就不能是摄像头拍错？我都不能控制车速控制的那么准确！"",""transactTime"":""2023-10-05"",""transactResult"":""您好，目前系统一切正常，请退出刷新重试一下。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299124,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.panjin.gov.cn/html/1874/2010-07-14/content-68834.html"",""transactUnit"":""盘锦市人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-27"",""id"":299124,""wzmc"":""盘锦市人民政府"",""displayContent"":null,""description"":""附件没有上传直接省略，无法查看附件内容，是否可以上传附件内容"",""transactTime"":""2023-10-05"",""transactResult"":""感谢您关注盘锦市人民政府门户网站，我们收到网民留言，我办第一时间联系文电科，获悉该文件已存放在档案馆，我们把附件收集后在网站上进行了公开。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299089,"{""body"":[{""notHandleType"":0,""problem_id"":10,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.dandong.gov.cn/ddszf/index.html"",""transactUnit"":""丹东市信息中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-27"",""id"":299089,""wzmc"":""丹东市政府门户网站"",""displayContent"":null,""description"":""智能问答问什么问题都没有反馈"",""transactTime"":""2023-10-05"",""transactResult"":""尊敬的网友您好！因为技术等原因，丹东市政府门户网站智能问答只能简答回答文件类提问。收到您的建议后，我们协调相关部门对此问题进行整改，待智能问答系统完善后上线此功能。感谢您对丹东市政府网站关心关注，祝工作顺利！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299083,"{""body"":[{""notHandleType"":0,""problem_id"":10,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://xzfw.dl.gov.cn/wsfwdt/dlsyshjjsj/"",""transactUnit"":""大连市营商环境建设局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-27"",""id"":299083,""wzmc"":""大连市营商环境建设局"",""displayContent"":null,""description"":""系统更新电子证照一直迁移不过来，下载不了，企业办不了其他业务，希望尽快能解决问题"",""transactTime"":""2023-10-05"",""transactResult"":""感谢您对相关问题的及时指出，因省电子证照系统升级，涉及到大批量证照迁移，部分证照还未完成迁移并加载，敬请谅解。您的问题我们将在线下与您进行有针对性的解决。请您持续关注和支持大连政务服网。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299005,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://dva.sc.gov.cn/tyjrswt/tndt/2023/9/21/0f789bffa482438cacf0b35dda1ddfe1.shtml"",""transactUnit"":""四川省退役军人事务厅办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-26"",""id"":299005,""wzmc"":""四川省退役军人事务厅"",""displayContent"":null,""description"":""“各楼层摆放网络安全警言警句丽屏”改为“各楼层摆放网络安全警言警句立屏”"",""transactTime"":""2023-10-01"",""transactResult"":""感谢您对四川省退役军人事务工作的关心和帮助，经排查，警言警句丽屏是正确描述语句，欢迎您继续关注四川省退役军人事务厅门户网站并对我们的工作提出宝贵意见。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299213,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://zjj.jingzhou.gov.cn/"",""transactUnit"":""荆州市住房和城乡建设局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-28"",""id"":299213,""wzmc"":""荆州市住房和城乡建设局"",""displayContent"":null,""description"":""“公示公告”栏下的链接打不开"",""transactTime"":""2023-09-28"",""transactResult"":""网友您好！您反映的问题收到，我们就您提出的问题进行核实，目前页面可以正常访问。感谢您对我们工作的关注和支持，下一步我们将我们将加强对业务系统的测试，提升网站运行稳定性，避免出现类似情况。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299211,"{""body"":[{""notHandleType"":0,""problem_id"":5,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.bengbu.gov.cn/zfxxgk/public/23331/51016687.html"",""transactUnit"":""蚌埠市信息中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-28"",""id"":299211,""wzmc"":""蚌埠市人民政府"",""displayContent"":null,""description"":""标题：2023年龙子湖区3季度高龄生活补贴。内容是：2022龙子湖区3季度高龄生活补贴"",""transactTime"":""2023-09-28"",""transactResult"":""尊敬的网友，您好！经核实，您反映的问题现已处理，感谢您关心与提醒。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299209,"{""body"":[{""notHandleType"":0,""problem_id"":10,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://syx.gov.cn/syx/tzggn/202309/07e24c4132f741b6ad5e656d48379760.shtml"",""transactUnit"":""邵阳县人民政府信息化管理办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-28"",""id"":299209,""wzmc"":""邵阳县人民政府"",""displayContent"":null,""description"":""第六条“六、发布公告媒介\n\n本招商公告在邵阳县人民政府官网（https://www.shaoyangxian.gov.cn/）发布，公告期限从本招商公告发布之日起5个工作日。”出现的网址无法访问。当前访问时间为2023年9月28日14时44分"",""transactTime"":""2023-09-28"",""transactResult"":""网友朋友，您好，您在“我为政府网站找错”监督举报平台的留言收悉。经核查，您反映的情况属实，我们已及时进行修改并将在今后的工作中加大审稿力度，给您带来的不便敬请谅解。感谢您对邵阳县人民政府门户网的关注和支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299208,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.hlbe.gov.cn/"",""transactUnit"":""呼伦贝尔市政务服务局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-28"",""id"":299208,""wzmc"":""呼伦贝尔市人民政府"",""displayContent"":null,""description"":""http://www.hlbe.gov.cn/OpennessContent/show/258483.html附件错误，额尔古纳市公告附件为阿荣旗市政府公告"",""transactTime"":""2023-09-28"",""transactResult"":""您好，经我单位认真核查，您所提交问题属实。我单位已安排专人重新上传附件。欢迎您继续关注呼伦贝尔市人民政府门户网站动态，提出您宝贵的意见和建议。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=299192,"{""body"":[{""notHandleType"":0,""problem_id"":10,""rejectReason"":"""",""status"":""22"",""errorUrl"":""https://www.bzqc.gov.cn/"",""transactUnit"":""亳州市谯城区人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-28"",""id"":299192,""wzmc"":""亳州市谯城区人民政府"",""displayContent"":null,""description"":""实现选择这里有异常"",""transactTime"":""2023-09-28"",""transactResult"":""尊敬的网友：您好！您反映的问题已收悉，经排查，网站数据统计搜索功能正常，网址为：https://www.bzqc.gov.cn。感谢您对谯城区政府网站的关注和提醒！""}],""hasMoreItems"":false}"
