links,contents
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295983,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.huhhot.gov.cn/"",""transactUnit"":""内蒙古自治区呼和浩特市人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-31"",""id"":295983,""wzmc"":""呼和浩特市人民政府"",""displayContent"":null,""description"":""http://www.huhhot.gov.cn/bmxxgk/szfzcbm/szrzyj_22411/xxgkzd/202105/t20210526_931854.html页面下方的联系电话：0471-4613250，拨打该号码提示空号"",""transactTime"":""2023-09-02"",""transactResult"":""尊敬的网友您好，感谢您的指正。您指出的问题已经改正，谢谢。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296103,"{""body"":[{""notHandleType"":0,""problem_id"":6,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://www.heihe.gov.cn/hhs/c100749/202309/c11_261179.shtml"",""transactUnit"":""黑河市人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-01"",""id"":296103,""wzmc"":""黑河市人民政府"",""displayContent"":null,""description"":""请问这个可研是什么意思？还是写错了？"",""transactTime"":""2023-09-01"",""transactResult"":""尊敬的网民朋友，您的留言已收悉，该信息转自黑河日报，是经过官方审核的信息，黑河市政府网站转载发布，对于“可研”一词描述我们也查了相关网站，例如：中国政府网、黑龙江人民政府网站均如此表述，不存在问题，感谢您对黑河市政府网站的关注和支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296082,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://cxjw.hangzhou.gov.cn/art/2023/6/15/art_1692623_58916778.html"",""transactUnit"":""杭州市城乡建设委员会"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-01"",""id"":296082,""wzmc"":""杭州市城乡建设委员会-杭州建设网"",""displayContent"":null,""description"":""截图中红色标出的网址是杭州市住建委的官网，不是杭州建设网"",""transactTime"":""2023-09-01"",""transactResult"":""已与留言人进行联系，并向其解释了该通知表述并无问题，留言人表示理解。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296067,"{""body"":[{""notHandleType"":0,""problem_id"":6,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.aihui.gov.cn/ahq/c100747/202308/c11_261125.shtml"",""transactUnit"":""黑龙江省黑河市爱辉区人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-01"",""id"":296067,""wzmc"":""爱辉区人民政府"",""displayContent"":null,""description"":""增强了"",""transactTime"":""2023-09-01"",""transactResult"":""您好，经核查，该问题属实。现已将该处错误表述更正。感谢您对爱辉区人民政府网的关注！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296059,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.lucheng.gov.cn/art/2023/8/31/art_1229443019_2026911.html"",""transactUnit"":""鹿城区大数据管理中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-01"",""id"":296059,""wzmc"":""鹿城区人民政府门户网站"",""displayContent"":null,""description"":""单位的单字写错了"",""transactTime"":""2023-09-01"",""transactResult"":""网友您好，感谢您通过“我为政府网站找错”栏目留言。经核查，您指出的错别字问题为同义字，但属于非常规用字，现已完成整改。感谢您的关注和支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296058,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://mns.cj.gov.cn/sgjb/2022nd/2022ys/zf/870654.htm"",""transactUnit"":""玛纳斯县人民政府电子政务办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-01"",""id"":296058,""wzmc"":""玛纳斯县人民政府"",""displayContent"":null,""description"":""2022年政府决算公开网页附件打不开"",""transactTime"":""2023-09-01"",""transactResult"":""热心网友您好，收到您的留言，我县立即安排工作人员对2022年政府决算公开附件内容逐一核实，经过核实，暂未发现附件无法下载的情况，工作人员多次与您电话联系，您的电话一直无人接听，并给您手机发送短信，您一直未回复，在您收到信息后，请及时与我们联系，我们的联系电话09946661180，再次感谢您对玛纳斯政府网站的关心和支持，也希望您能够为我们网站多提宝贵意见！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296043,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://jtj.nanjing.gov.cn/njsjtysj/202305/t20230524_3918525.html"",""transactUnit"":""南京市交通运输局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-09-01"",""id"":296043,""wzmc"":""南京市交通运输局"",""displayContent"":null,""description"":""根据2023年1月13日南京市政府网站公示（宁新区答复【2023】2号），原浦乌路，珍珠街至胡桥路段已经更名为珍珠路，道路标识标牌已于2023年2月中旬全部更换完毕。但是交通局网站还是错误的写成浦乌路。"",""transactTime"":""2023-09-01"",""transactResult"":""网友，您好！您在国办“我为政府网站找错”栏目的留言收悉。感谢您的监督和提醒！您反映《关于征求南京地铁3号线三期、4号线二期、11号线一期车站拟命名方案意见的公示》一文存在的问题，我们已积极听取您的建议，立即调整完善。对您给予我们工作的支持和帮助再次表示感谢！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296030,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://cgw.nc.gov.cn/nccsglwyh/zcfg/202302/93b5451e043d4141a63cfb4058c8c36e.shtml"",""transactUnit"":""南昌市城市管理和综合执法局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-31"",""id"":296030,""wzmc"":""南昌市城市管理和综合执法局"",""displayContent"":null,""description"":""附件与内容不符"",""transactTime"":""2023-09-01"",""transactResult"":""尊敬的网民朋友，您好！您在“我为政府网站找错”栏目中的留言已收悉。感谢您对“南昌市城市管理和综合执法局”网站的支持和监督。 您提出的问题，我们高度重视，第一时间进行了核实，现将处理情况回复如下：附件内容已整改，与标题一致。同时，我局办公室将强化网站管理，提高网站便利性。欢迎您继续关注政府网站建设，及时给我们提出宝贵意见和建议。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296026,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://www.stats.gov.cn/"",""transactUnit"":""国家统计局统计设计管理司"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-31"",""id"":296026,""wzmc"":""国家统计局网站（中国统计信息网）"",""displayContent"":null,""description"":""马屯镇2000年就改成小浪底镇了，下面的网站能证实，国家统计局21年的时候还是小浪底镇，到22年的数据又变回马屯镇了\n21年的资料：http://www.stats.gov.cn/sj/tjbz/tjyqhdmhcxhfdm/2021/41/03/410308.html\n22年有错的网址：http://www.stats.gov.cn/sj/tjbz/tjyqhdmhcxhfdm/2022/41/03/410308.html\n参考资料：https://people.lyd.com.cn/wenti/20230619155535751/\n"",""transactTime"":""2023-09-01"",""transactResult"":""您好！留言收悉。经与河南省洛阳市孟津区民政部门核实，该镇由民政部门批复确认的名称为河南省洛阳市孟津区马屯镇。小浪底本是马屯镇一个行政村的村名，为了支持小浪底工程建设，原小浪底村于上世纪末搬迁至马屯镇政府所在地，当地将该镇俗称为小浪底镇。根据《统计用区划代码和城乡划分代码编制规则》，统计用区划名称统一采用民政部门确认的正式名称。2022年，国家统计局要求各地严格执行《统计用区划代码和城乡划分代码编制规则》，加强区划名称规范性。通过检查，将原非正式名称“河南省洛阳市孟津区小浪底镇”更正为正式名称“河南省洛阳市孟津区马屯镇”。感谢您对统计工作的关注和支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296014,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.hbqbq.gov.cn/"",""transactUnit"":""河南省鹤壁市淇滨区人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-31"",""id"":296014,""wzmc"":""鹤壁市淇滨区人民政府门户网站"",""displayContent"":null,""description"":""《关于鹤壁市华夏南路与鹤煤大道交叉口转盘改造项目的公示公告》这条错别字也太多了吧！附注第二条与标的图示也不符。作为政府网站，怎能如此不专业？望改进！"",""transactTime"":""2023-09-01"",""transactResult"":""网友您好，感谢您对淇滨区人民政府网站的关注和支持，该条信息内容已于2023年9月1日上午10时修改更正。欢迎您继续对我们的工作进行监督并多提宝贵意见建议。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296007,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://www.ccgp.gov.cn/"",""transactUnit"":""财政部国库司"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-31"",""id"":296007,""wzmc"":""中国政府采购网"",""displayContent"":null,""description"":""昨日已经反馈过，今天跟我说改了，但是没改！！！你们在这弄虚作假吗？\n企业名称有错！应为宁夏盛兴安商贸有限公司"",""transactTime"":""2023-09-01"",""transactResult"":""尊敬的网民，您好！感谢对中国政府采购网的关注。经核实，您此前反映的问题已经解决，建议您清除浏览器缓存后再次查询。再次感谢您对本网工作支持！欢迎拨打服务热线：400-810-1996。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296005,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""22"",""errorUrl"":""https://www.chinatax.gov.cn/chinatax/n363/c5211364/content.html"",""transactUnit"":""国家税务总局税收宣传中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-31"",""id"":296005,""wzmc"":""国家税务总局网站"",""displayContent"":null,""description"":""实施日期在发文日期之前"",""transactTime"":""2023-09-01"",""transactResult"":""尊敬的网民您好，来信收悉!政策发布信息无问题，感谢您对我们工作的理解与支持。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=296001,"{""body"":[{""notHandleType"":0,""problem_id"":6,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.sc.hrss.gov.cn/"",""transactUnit"":""四川省人社厅信息中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-31"",""id"":296001,""wzmc"":""四川省人力资源和社会保障厅"",""displayContent"":null,""description"":""【厅长信箱】和【政风行风投诉】旁边的文字栏，写的是“截止9月28日”，但目前时间为8月31日，这个时间易造成阅读上的误解。"",""transactTime"":""2023-09-01"",""transactResult"":""尊敬的网友您好，您反馈的问题已收悉，现回复如下：您反馈的问题经技术人员核查处理，目前已修改，感谢您对四川人社工作的关注和支持！""}],""hasMoreItems"":false}"
