links,contents
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312696,"{""body"":[{""notHandleType"":0,""problem_id"":10,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://jgsw.hainan.gov.cn/v1/bsfw/ldxx/tijiao.html"",""transactUnit"":""海南省"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312696,""wzmc"":""海南省机关事务管理局门户网站"",""displayContent"":null,""description"":""在领导信箱页面填写内容后无法提交"",""transactTime"":""2024-01-25"",""transactResult"":""尊敬的网民朋友，您好！您反映的问题“在领导信箱页面填写内容后无法提交”已收悉。\n经核实，您访问的是废旧网址，如需查询相关信息，请登录海南省机关事务管理局网站（网址：https://jgsw.hainan.gov.cn/），感谢您一如既往对我们工作的支持。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312691,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.ahxx.gov.cn/xxdt/mtgz/160483411.html"",""transactUnit"":""萧县数据资源管理局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312691,""wzmc"":""萧县人民政府"",""displayContent"":null,""description"":""这一段文字都缺少数字内容"",""transactTime"":""2024-01-25"",""transactResult"":""尊敬的网友，您好！您反映的问题已解决，现已恢复正常。感谢您的关注和提醒！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312687,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""22"",""errorUrl"":""https://amr.hainan.gov.cn/himpa/xxgk/jdcj/202401/t20240122_3576010.html"",""transactUnit"":""海南省市场监督管理局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312687,""wzmc"":""海南省市场监督管理局"",""displayContent"":null,""description"":""受托生产企业地址与生产许可证发布省份相冲突，整个表格共有57处类似的问题，请核实生产企业信息"",""transactTime"":""2024-01-25"",""transactResult"":""市民您好，您所反映问题页面为海南省药品监督管理局门户网站，建议在其网站建议反馈，感谢您对市场监管工作的支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312686,"{""body"":[{""notHandleType"":0,""problem_id"":1,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.lnggzy.gov.cn/lnggzy/ZtbInfo/Jsgc.aspx?InfoID=0beefede-175d-41b3-9c26-7c46c10bec8b&CategoryNum=005003002003"",""transactUnit"":""全国公共资源交易平台（辽宁省）"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312686,""wzmc"":""全国公共资源交易平台（辽宁省）"",""displayContent"":null,""description"":""工程建设项目信息更新严重滞后! 大连北站综合交通枢纽工程项目在全国公共资源交易平台 (辽宁省)平台信息公示不完整，缺少中标结果公示！！\n理由：全国公共资源交易平台 (辽宁省·大连市)平台公共资源信息公示完整，请同步更新。网址如下：http://ggzyjy.dl.gov.cn/TPFront/InfoDetail/?InfoID=30a9d59d-ba4b-4c12-bf15-c980dacef282saogokwuaeCategoryNum=071001003"",""transactTime"":""2024-01-25"",""transactResult"":""全国公共资源交易平台（辽宁省）接收地市上报的公告信息进行公示，不产生数据，经核实该项目的中标结果公告系上报方未进行上报，已经与上报方进行联系补推，感谢您对网站的关注。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312679,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://szeb.sz.gov.cn/home/jyxw/tpxwnew/content/post_8894119.html"",""transactUnit"":""深圳市教育局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312679,""wzmc"":""深圳教育"",""displayContent"":null,""description"":""齐力协力 建议修改为 齐心协力"",""transactTime"":""2024-01-25"",""transactResult"":""尊敬的网友：您好！对于您在“我为政府网站找错”栏目留言中的问题，我局已收悉，并立即对您反映的问题进行核实。经查实，您反映的问题属实，我局已立即将“齐力协力”修改为“齐心协力”。在今后工作中，我们将进一步加强网站管理，强化政府网站监督机制。感谢您的留言，希望您一如既往关注深圳教育网站建设。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312678,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.baoan.gov.cn/bajshej/gkmlpt/content/9/9656/post_9656332.html#24751"",""transactUnit"":""深圳市宝安区住房和建设局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312678,""wzmc"":""深圳市宝安区人民政府门户网站"",""displayContent"":null,""description"":""事实求实 建议修改为 实事求是"",""transactTime"":""2024-01-25"",""transactResult"":""尊敬的网友汪超：您好！您在政府网站找错系统反馈的问题已收悉。我局高度重视，已第一时间安排工作人员整改，同时要求相关工作人员引以为戒。最后，对于您关心关注我局工作并指出问题、提出建议，向您表示由衷的感谢，我们将继续积极采纳群众的工作建议，希望您一如既往关注我局工作，给我们提出宝贵的意见。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312673,"{""body"":[{""notHandleType"":0,""problem_id"":6,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://gzrsj.rsj.gz.gov.cn/vsgzhr/login_home.aspx"",""transactUnit"":""广州市人力资源和社会保障局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312673,""wzmc"":""广州市人力资源和社会保障局"",""displayContent"":null,""description"":""登录界面的右下角，存在2个问题：\n1、“企业人才培训补贴申报系统企业人才培训补贴申报系统”和“企业人才培训补贴申报系统企业人才培训补贴申报系统”，第二行字被与背景重叠，看不清晰；。\n2、右下角存在“风格定制”、“内容定制”和“布局定制”等与网页不相关的内容。"",""transactTime"":""2024-01-25"",""transactResult"":""您好，已于1月24日17时与您电话联系沟通，您反馈的问题是网页美工设计问题，已进行优化处理，该问题已解决。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312672,"{""body"":[{""notHandleType"":0,""problem_id"":6,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.hntzxm.gov.cn/"",""transactUnit"":""湖南省发展和改革委员会"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312672,""wzmc"":""湖南省发展和改革委员会"",""displayContent"":null,""description"":""产业结构里酒店选择哪一项"",""transactTime"":""2024-01-25"",""transactResult"":""张莉网友：\n　　您关于产业结构里酒店选择哪一项的留言收悉。具体业务办理问题请你移步咨询该业务的上级主管部门，若涉及平台使用中技术问题，您可致电0731-89990932咨询。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312671,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://sthjt.hunan.gov.cn/sthjt/xxgk/xwdt/hjyw/201604/t20160418_4640605.html"",""transactUnit"":""湖南省生态环境厅"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312671,""wzmc"":""湖南省生态环境厅网站"",""displayContent"":null,""description"":""把广州市写成广州省，把广州市增城区写成 广州增城市"",""transactTime"":""2024-01-25"",""transactResult"":""网民朋友，您好，您在中国政府网“我为政府网站找错”栏目的留言收悉。您反映的关于“稿件中把广州市写成广州省，把广州市增城区写成 广州增城市”，问题属实，此文章2016年4月18日转载于原环境保护部，我们将删除此稿。感谢您对湖南省生态环境厅网站的关注和支持！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=312668,"{""body"":[{""notHandleType"":0,""problem_id"":3,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://fgw.fujian.gov.cn/hdjl/"",""transactUnit"":""福建省发展和改革委员会"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-01-24"",""id"":312668,""wzmc"":""福建省发展和改革委员会门户网站"",""displayContent"":null,""description"":""互助交流中在线咨询功能提交咨询内容后，用查询码查到内容只有时间其余都是空白的。"",""transactTime"":""2024-01-25"",""transactResult"":""感谢您对我们网站建设的关心与支持，您所咨询的问题已与您经过电话沟通，并将查询编码通过手机短信发送给您。再次感谢您。""}],""hasMoreItems"":false}"
