links,contents
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295808,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.zjpy.gov.cn/art/2016/12/23/art_1271302_4679128.html"",""transactUnit"":""平阳县电子政务中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-30"",""id"":295808,""wzmc"":""平阳县人民政府门户网站"",""displayContent"":null,""description"":""错别字 "",""transactTime"":""2023-08-30"",""transactResult"":""网友您好，感谢您的监督，我们已对该内容进行修改，感谢您的关注，如有问题请电话咨询0577-63722019""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295798,"{""body"":[{""notHandleType"":0,""problem_id"":1,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://czj.hengshui.gov.cn/col/col2589/index.html"",""transactUnit"":""衡水市人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-30"",""id"":295798,""wzmc"":""衡水市人民政府"",""displayContent"":null,""description"":""我是中国人民大学财政金融学院CFD课题组成员，进行财政数据整理和研究工作，发现该地方政府网站法定主动公开信息中财政决算数据缺少，请更新至政府页面，或发送至邮箱cfd_ruc@163.com，缺乏财政决算数据包括：\n缺少2014年 衡水市一般公共预算、政府性基金预算、地方政府债务说明\n缺少2015年 衡水市地方政府债务说明\n缺少2016年 衡水市地方政府债务说明\n缺少2017年 衡水市地方政府债务说明\n缺少2014年 衡水市本级一般公共预算、政府性基金预算、地方政府债务说明\n缺少2015年 衡水市本级地方政府债务说明\n缺少2017年 衡水市本级地方政府债务说明\n"",""transactTime"":""2023-08-30"",""transactResult"":""网民朋友，您好，您在“我为政府网站找错”平台的留言收悉。我单位高度重视，立即组织人员对该问题进行了核实，经过核实，该问题不属实，网站名称与网址不符，建议您向衡水市财政局获取该信息，感谢您对衡水市政府门户网站的关心与支持。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295791,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://xdz.xa.gov.cn/xwzx/gxyw/64edb233f8fd1c1a7037c7e5.html"",""transactUnit"":""西安高新技术产业开发区党政办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-30"",""id"":295791,""wzmc"":""西安高新技术产业开发区"",""displayContent"":null,""description"":""图片没有显示出来"",""transactTime"":""2023-08-30"",""transactResult"":""网民您好！您的问题已收悉，目前网页内容已经可以正常访问，我们已电话联系告知。感谢您的关注！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295784,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.maduo.gov.cn/html/2164/350269.html"",""transactUnit"":""玛多县人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-30"",""id"":295784,""wzmc"":""玛多县人民政府"",""displayContent"":null,""description"":""红线出应为“东经”。"",""transactTime"":""2023-08-30"",""transactResult"":""尊敬的网友您好！\n首先，感谢您对玛多县人民政府网站的关注。根据您所反映的错误，我们进行了认真核实，该错误系文字性错误，是办公室文秘及相关分管领导在文稿公示过程中审核把关不严、不细造成的结果，我们已经进行了更正。发现错误后，办公室对此高度重视，立即向县政府分管领导汇报相关情况，第一时间责成相关责任领导及文秘人员做出深刻检讨。同时，要求办公室全体文秘人员以及分管政务工作的同志要引以为戒，举一反三，在今后的工作中不断提高政治意识和责任意识，加强各类信息文稿的审核管理工作，进一步提高县政府网站的管理水平。最后，再次感谢您对玛多县人民政府网站的关心和指正，也希望您一如既往的关心、监督玛多县人民政府网站建设。谢谢！玛多县人民政府办公室\n2023年8月30日""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295773,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://kjt.hunan.gov.cn/kjt/jgdj/jgdj_1/202308/t20230830_29472410.html"",""transactUnit"":""湖南省科学技术厅"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-30"",""id"":295773,""wzmc"":""湖南省科学技术厅门户网站"",""displayContent"":null,""description"":""经查，应当是捍卫“两个确立”，做到“连个维护”。如果我错了，麻烦您把“两个确定”的内容告知一下，谢谢！"",""transactTime"":""2023-08-30"",""transactResult"":""您好，来信收悉。您反映的“应当是捍卫“两个确立”，做到“连个维护”新闻稿一事，经核查新闻稿，现已对相关稿件进行文字修改处理，给您带来的不便，敬请谅解。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295747,"{""body"":[{""notHandleType"":0,""problem_id"":0,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://jsj.zhenjiang.gov.cn/"",""transactUnit"":""镇江市住房和城乡建设局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-30"",""id"":295747,""wzmc"":""镇江市住房和城乡建设局"",""displayContent"":null,""description"":""http://jsj.zhenjiang.gov.cn/jsj/xxgkbmwj/201202/217dc40de82441e395319c293a010d41.shtml,网站政策文件通知最下面左侧的附件无法下载。请将附件发送至21599758@qq.com"",""transactTime"":""2023-08-30"",""transactResult"":""网友，您好！您在国办“我为政府网站找错”栏目的留言收悉。感谢您的监督和提醒！您反映网站《关于印发〈镇江市市区国有土地上房屋征收评估办法〉和〈镇江市市区国有土地上房屋征收评估技术规范〉的通知》一文存在的问题，我们已积极听取您的建议，立即调整完善。对您给予我们工作的支持和帮助再次表示感谢！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295697,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.mct.gov.cn/"",""transactUnit"":""中华人民共和国文化和旅游部办公厅"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-29"",""id"":295697,""wzmc"":""文化和旅游部政府门户网站"",""displayContent"":null,""description"":""“第二十四条  社会团体自愿向第三方机构申请开展团体标准化民好行为评价。”应为“良好行为评价”，“良”字输入错误。（来源网址：https://www.mct.gov.cn/whzx/zxgz/whbshzzglgz/zcfg_8018/201801/t20180110_830865.htm）"",""transactTime"":""2023-08-30"",""transactResult"":""您好，相关问题已修改。感谢您对文化和旅游部政府门户网站的关注！""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295694,"{""body"":[{""notHandleType"":0,""problem_id"":1,""rejectReason"":"""",""status"":""22"",""errorUrl"":""http://www.wuzhong.gov.cn/xxgk/zfxxgkml/yjsgkqk/zfysuan/2021n_48255/"",""transactUnit"":""吴忠市人民政府"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-29"",""id"":295694,""wzmc"":""吴忠市人民政府"",""displayContent"":null,""description"":""我是中国人民大学财政金融学院CFD课题组成员，进行财政数据整理和研究工作，发现该地方政府网站法定主动公开信息中财政决算数据缺少，请更新至政府页面，或发送至邮箱cfd_ruc@163.com，缺乏财政决算数据包括：\n缺少2014年 吴忠市一般公共预算、政府性基金预算、地方政府债务说明\n缺少2015年 吴忠市一般公共预算、政府性基金预算、地方政府债务说明\n缺少2016年 吴忠市一般公共预算、政府性基金预算、地方政府债务说明\n缺少2017年 吴忠市一般公共预算、政府性基金预算、地方政府债务说明\n缺少2018年 吴忠市地方政府债务说明\n缺少2014年 吴忠市本级一般公共预算、政府性基金预算、地方政府债务说明\n缺少2015年 吴忠市本级地方政府债务说明\n"",""transactTime"":""2023-08-30"",""transactResult"":""尊敬的网民，您好！感谢您的留言，因2014年吴忠市政府网站尚未建成，且2015年以后的吴忠市预决算信息均已公开，如您难以找到所需要的数据，请您通过吴忠市政府网站“依申请公开”渠道向吴忠市财政局申请获取。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295692,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://ylbzj.czs.gov.cn/63149/63152/63153/63154/content_3540588.html"",""transactUnit"":""郴州市医疗保障局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-29"",""id"":295692,""wzmc"":""郴州市医疗保障局"",""displayContent"":null,""description"":""附件一二的内容与标题颠倒。"",""transactTime"":""2023-08-30"",""transactResult"":""网民朋友，您好，您在中国政府网“我为政府网站找错”栏目的留言已收悉，问题已解决。给您造成不便，敬请谅解！感谢您对郴州市医疗保障局网站的关注和支持。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=295686,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://zj.cma.gov.cn/"",""transactUnit"":""浙江省气象局"",""newOldDataFlag"":1,""type"":0,""createtime"":""2023-08-29"",""id"":295686,""wzmc"":""浙江省气象政府网站"",""displayContent"":null,""description"":""浙江省气象局网站页面使用的中国气象LOGO的英文名称有误，正确应为CHINA METEOROLOGY，省级气象局也可以使用CHINA METEOROLOGICAL SERVICE。建议更正。"",""transactTime"":""2023-08-30"",""transactResult"":""感谢您对浙江气象工作的关心，已安排技术人员处理。""}],""hasMoreItems"":false}"
