links,contents
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314632,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""22"",""errorUrl"":""https://csgl.tj.gov.cn/zwgk_57/xzcwj/sgysyj/gyjwj/202009/t20200916_3940448.html"",""transactUnit"":""天津市"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-08"",""id"":314632,""wzmc"":""天津市城市管理委员会"",""displayContent"":null,""description"":""写错"",""transactTime"":""2024-02-08"",""transactResult"":""网民您好，经核实，内容无误。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314629,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://cz.tj.gov.cn/xwdt/cwbyw/202008/t20200803_3333040.html"",""transactUnit"":""天津市财政局网信办"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-08"",""id"":314629,""wzmc"":""天津市财政局"",""displayContent"":null,""description"":""写错"",""transactTime"":""2024-02-08"",""transactResult"":""尊敬的网民您好，感谢您的留言，我们已将文中人力资源社会保障部名称调整为全称，感谢您的支持。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314628,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""22"",""errorUrl"":""https://nync.tj.gov.cn/ZWGK0/JYTABL152022/202110/t20211011_5625874.html"",""transactUnit"":""天津市"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-08"",""id"":314628,""wzmc"":""天津市农业农村委员会"",""displayContent"":null,""description"":""写错"",""transactTime"":""2024-02-08"",""transactResult"":""网民您好，经核实，内容无误。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314610,"{""body"":[{""notHandleType"":0,""problem_id"":1,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://baisha.hainan.gov.cn/baisha/index.html"",""transactUnit"":""海南省白沙黎族自治县政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-07"",""id"":314610,""wzmc"":""海南白沙黎族自治县人民政府网"",""displayContent"":null,""description"":""1.首页—热点专题中，“白沙县扶贫专栏”名称建议修改，因为目前全国均已脱贫，“网络中国节”中，两个栏目自2021年起未更新，另外两个为一年前更新，如若不再更新内容建议归档；\n2.首页—热点专题—重点领域信息公开中，国有企业私营监管链接到的网页无相关内容；义务教育中的“白沙黎族自治县教育机构概况”页面内容不全，按《义务教育领域基层政务公开标准目录》，应公开学校名称、学校地址、办学层次、办学类型、办公电话但该名单只有名称、性质及地址（地址也只精确到镇）， 此外应公开的教育统计数据、民办学校办学基本信息、学校介绍也未见公开，具体内容可参见义务教育领域基层政务公开标准目录；\n3.白沙县县级非物质文化遗产的公布文件仅查询到第二批和第五批，第一、三、四批公布文件未找到，建议在政府网站公开。"",""transactTime"":""2024-02-08"",""transactResult"":""尊敬的网民朋友，您好！感谢您对我们工作的监督。您反馈的情况，我们后续会联系相关部门积极开展。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314602,"{""body"":[{""notHandleType"":0,""problem_id"":2,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.xjakt.gov.cn/xjakt/gk2023/202401/2021d5126c6f4afcb224e098f144b6ed.shtml"",""transactUnit"":""阿克陶县电子政务服务中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-07"",""id"":314602,""wzmc"":""阿克陶县人民政府网"",""displayContent"":null,""description"":""新疆维吾尔自治区阿克陶县人民政府官方网站发布的信息《阿克陶县阿克陶镇人民政府2023年政府信息公开工作年度报告》结尾落款处日期“2023年1月15日”的表述有误，应该修改为“2024年1月15日”。"",""transactTime"":""2024-02-08"",""transactResult"":""网友，您好！您在国办“我为政府网站找错”栏目的留言已收悉，您反映的问题已核实并整改完毕，今后将更加严格审核发布信息，感谢您的关注与提醒，欢迎继续对我们的工作加强监督。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314593,"{""body"":[{""notHandleType"":0,""problem_id"":5,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.bblzh.gov.cn/zfxxgk/public/23561/51069088.html"",""transactUnit"":""蚌埠市龙子湖区人民政府"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-07"",""id"":314593,""wzmc"":""蚌埠市龙子湖区人民政府"",""displayContent"":null,""description"":""结合我办实际。应该是街道。"",""transactTime"":""2024-02-08"",""transactResult"":""经核实，问题属实，现已整改完毕。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314581,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.szss.gov.cn/"",""transactUnit"":""深圳市深汕特别合作区党政办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-07"",""id"":314581,""wzmc"":""深汕网"",""displayContent"":null,""description"":""写错"",""transactTime"":""2024-02-08"",""transactResult"":""尊敬的网民朋友，您好！感谢您对深圳市深汕特别合作区政府网站的关心与关注，您提出的问题属实，我们已经完成整改，感谢您对我们工作的支持，也希望您为我们提出更多宝贵的建议。如对网站内容有疑问欢迎拨打:0755-22100315。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314579,"{""body"":[{""notHandleType"":0,""problem_id"":4,""rejectReason"":"""",""status"":""1"",""errorUrl"":""http://www.szft.gov.cn/xxgk/ztbd/cjjkq/cjyw/content/post_10796808.html"",""transactUnit"":""深圳市福田区人民政府"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-07"",""id"":314579,""wzmc"":""福田政府在线"",""displayContent"":null,""description"":""写错"",""transactTime"":""2024-02-08"",""transactResult"":""尊敬的网友王胜利先生/女士：\n您好!对于您在“我为政府网站找错”栏目中留言关于“错别字”的问题，我办已收悉。经核实，问题属实，现已完成整改。感谢您宝贵的留言及建议，希望您一如既往关注福田政府在线网站建设。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314577,"{""body"":[{""notHandleType"":0,""problem_id"":6,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://cqszx.gov.cn/"",""transactUnit"":""重庆市石柱土家族自治人民政府办公室"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-07"",""id"":314577,""wzmc"":""石柱土家族自治县人民政府"",""displayContent"":null,""description"":""组织机构部门职能等没有社区村一级，全市其他部门都有区县、乡镇街、村居，缺少一级村居情况！"",""transactTime"":""2024-02-08"",""transactResult"":""尊敬的网友您好！您在“我为政府网站找错”栏目的留言已收悉。您反映的“缺少一级村居情况”情况，我县正在开展相关工作。感谢您的留言，希望您一如既往地关注石柱土家族自治县人民政府网站建设。""}],""hasMoreItems"":false}"
https://zfwzzc.www.gov.cn/check_web/errorInfo_getErrorInfoList2.action?id=314575,"{""body"":[{""notHandleType"":0,""problem_id"":1,""rejectReason"":"""",""status"":""1"",""errorUrl"":""https://www.ahqimen.gov.cn/zwgk/public/6616711/11097572.html"",""transactUnit"":""祁门县信息资源管理中心"",""newOldDataFlag"":1,""type"":0,""createtime"":""2024-02-07"",""id"":314575,""wzmc"":""祁门县人民政府"",""displayContent"":null,""description"":""2021年11月19日，安徽省十三届人大常委会第三十次会议表决通过了《安徽省人口与计划生育条例（修订草案表决稿）》。《条例》规定，提倡适龄婚育、优生优育。一对夫妻可以生育三个子女。夫妻现有三个子女，有子女经鉴定为残疾且医学上认为可以再生育的，可以再生育。依法收养子女的夫妻或者再婚夫妻，可以生育三个子女。《条例》于2022年1月1日起施行。\n第三条\n实行计划生育是国家的基本国策。\n采取综合措施，调控人口数量，提高人口素质，推动实现适度生育水平，优化人口结构，促进人口长期均衡发展。"",""transactTime"":""2024-02-08"",""transactResult"":""首先感谢您的监督，因工作人员疏忽失误，发布信息未及时更新最新修订版，给您造成了不便，在此诚恳表示歉意。现重新予以补正，我们在今后的工作中一定吸取教训，也欢迎大家继续对我们的工作予以关注和监督。""}],""hasMoreItems"":false}"
